"kmer.id" "j.counts" "genome" "sc3" "dif" "per" "esp_array"
"1" "1_4" 4 1010 401 609 0.397029702970297 117.916666666667
"2" "10_2" 2 897 540 357 0.602006688963211 239.833333333333
"3" "100_40" 40 40 40 0 1 1
"4" "10000_2" 2 720 409 311 0.568055555555556 188.5
"5" "10002_1" 1 2 1 1 0.5 1.33333333333333
"6" "10003_2" 2 868 518 350 0.596774193548387 231.333333333333
"7" "10004_2" 2 69 69 0 1 23.3333333333333
"8" "10005_1" 1 2 2 0 1 1.66666666666667
"9" "10006_72" 72 79 79 0 1 1.06481481481481
"10" "10007_2" 2 1328 738 590 0.555722891566265 344.666666666667
"11" "10008_1" 1 1 1 0 1 1
"12" "10009_4" 4 2514 1198 1316 0.476531424025457 309.666666666667
"13" "1001_22" 22 22 22 0 1 1
"14" "10010_76" 76 82 82 0 1 1.05263157894737
"15" "10011_1" 1 28 22 6 0.785714285714286 17
"16" "10012_2" 2 1380 805 575 0.583333333333333 364.5
"17" "10013_2" 2 641 352 289 0.549141965678627 165.833333333333
"18" "10014_2" 2 1486 816 670 0.549125168236878 384
"19" "10015_1" 1 1 1 0 1 1
"20" "10016_36" 36 36 36 0 1 1
"21" "10017_1" 1 488 323 165 0.661885245901639 270.666666666667
"22" "10018_1" 1 1 1 0 1 1
"23" "10019_2" 2 855 505 350 0.590643274853801 227
"24" "1002_2" 2 2 2 0 1 1
"25" "10020_2" 2 817 508 309 0.621787025703794 221.166666666667
"26" "10021_2" 2 1730 1003 727 0.579768786127168 455.833333333333
"27" "10022_1" 1 1 1 0 1 1
"28" "10023_1" 1 1 1 0 1 1
"29" "10024_55" 55 57 57 0 1 1.02424242424242
"30" "10025_2" 2 22 22 0 1 7.66666666666667
"31" "10026_85" 85 86 86 0 1 1.0078431372549
"32" "10027_3" 3 9 4 5 0.444444444444444 1.77777777777778
"33" "10028_2" 2 847 477 370 0.563164108618654 221
"34" "10029_37" 37 38 38 0 1 1.01801801801802
"35" "1003_2" 2 765 429 336 0.56078431372549 199.333333333333
"36" "10030_2" 2 63 61 2 0.968253968253968 21
"37" "10031_1" 1 1 1 0 1 1
"38" "10032_2" 2 1458 807 651 0.553497942386831 377.833333333333
"39" "10033_1" 1 2 2 0 1 1.66666666666667
"40" "10034_1" 1 1 1 0 1 1
"41" "10035_1" 1 84 83 1 0.988095238095238 56
"42" "10036_2" 2 883 536 347 0.607021517553794 236.833333333333
"43" "10037_2" 2 461 236 225 0.511930585683297 116.5
"44" "10038_58" 58 69 61 8 0.884057971014493 1.08045977011494
"45" "10039_79" 79 82 80 2 0.975609756097561 1.0168776371308
"46" "1004_4" 4 1547 648 899 0.418875242404654 183.25
"47" "10040_2" 2 879 527 352 0.599544937428896 234.666666666667
"48" "10041_1" 1 1 1 0 1 1
"49" "10042_2" 2 311 119 192 0.382636655948553 72
"50" "10043_1" 1 86 22 64 0.255813953488372 36.3333333333333
"51" "10044_1" 1 1 1 0 1 1
"52" "10045_2" 2 3 3 0 1 1.33333333333333
"53" "10046_1" 1 5 3 2 0.6 3
"54" "10047_1" 1 2 2 0 1 1.66666666666667
"55" "10048_81" 81 87 86 1 0.988505747126437 1.04526748971193
"56" "10049_1" 1 1428 786 642 0.550420168067227 738.333333333333
"57" "1005_4" 4 24 24 0 1 4.33333333333333
"58" "10050_2" 2 4 4 0 1 1.66666666666667
"59" "10051_1" 1 1 1 0 1 1
"60" "10052_19" 19 70 70 0 1 2.78947368421053
"61" "10053_1" 1 780 451 329 0.578205128205128 410.666666666667
"62" "10054_4" 4 25 25 0 1 4.5
"63" "10055_2" 2 31 23 8 0.741935483870968 9.33333333333333
"64" "10056_4" 4 2858 1422 1436 0.497550734779566 357
"65" "10057_1" 1 527 260 267 0.493358633776091 262.666666666667
"66" "10058_1" 1 1 1 0 1 1
"67" "10059_1" 1 24 21 3 0.875 15.3333333333333
"68" "1006_3" 3 3 3 0 1 1
"69" "10060_1" 1 135 86 49 0.637037037037037 74
"70" "10061_2" 2 2 2 0 1 1
"71" "10062_1" 1 67 67 0 1 45
"72" "10063_1" 1 1 1 0 1 1
"73" "10064_1" 1 1 1 0 1 1
"74" "10065_1" 1 1 1 0 1 1
"75" "10066_2" 2 376 167 209 0.444148936170213 90.8333333333333
"76" "10067_2" 2 880 468 412 0.531818181818182 225
"77" "10068_1" 1 797 472 325 0.592220828105395 423.333333333333
"78" "10069_2" 2 276 119 157 0.431159420289855 66.1666666666667
"79" "1007_77" 77 84 84 0 1 1.06060606060606
"80" "10070_38" 38 74 73 1 0.986486486486487 1.62280701754386
"81" "10071_2" 2 778 506 272 0.650385604113111 214.333333333333
"82" "10072_2" 2 823 491 332 0.596597812879708 219.333333333333
"83" "10073_2" 2 1600 905 695 0.565625 417.833333333333
"84" "10074_1" 1 1 1 0 1 1
"85" "10075_2" 2 1231 681 550 0.553208773354996 319
"86" "10077_2" 2 3 3 0 1 1.33333333333333
"87" "10078_2" 2 672 384 288 0.571428571428571 176.333333333333
"88" "10079_1" 1 192 112 80 0.583333333333333 101.666666666667
"89" "1008_1" 1 1 1 0 1 1
"90" "10080_2" 2 1427 772 655 0.540995094604064 366.833333333333
"91" "10081_1" 1 15 15 0 1 10.3333333333333
"92" "10082_1" 1 6 6 0 1 4.33333333333333
"93" "10083_1" 1 1 1 0 1 1
"94" "10084_2" 2 783 462 321 0.590038314176245 207.833333333333
"95" "10085_2" 2 798 490 308 0.614035087719298 215
"96" "10086_1" 1 1 1 0 1 1
"97" "10087_1" 1 1 1 0 1 1
"98" "10088_1" 1 1 1 0 1 1
"99" "10089_1" 1 140 71 69 0.507142857142857 70.6666666666667
"100" "1009_1" 1 11 11 0 1 7.66666666666667
"101" "10090_2" 2 2 2 0 1 1
"102" "10091_1" 1 1 1 0 1 1
"103" "10092_2" 2 237 89 148 0.375527426160338 54.6666666666667
"104" "10093_2" 2 344 142 202 0.412790697674419 81.3333333333333
"105" "10094_86" 86 86 86 0 1 1
"106" "10095_2" 2 858 513 345 0.597902097902098 228.833333333333
"107" "10096_2" 2 334 206 128 0.616766467065868 90.3333333333333
"108" "10097_2" 2 1008 436 572 0.432539682539683 241
"109" "10098_2" 2 1131 632 499 0.558797524314766 294.166666666667
"110" "10099_1" 1 1 1 0 1 1
"111" "101_1" 1 67 24 43 0.358208955223881 30.6666666666667
"112" "1010_79" 79 83 83 0 1 1.0337552742616
"113" "10100_2" 2 750 407 343 0.542666666666667 193.166666666667
"114" "10101_3" 3 3 3 0 1 1
"115" "10102_2" 2 1323 685 638 0.517762660619803 335
"116" "10103_2" 2 2 2 0 1 1
"117" "10104_2" 2 1006 494 512 0.491053677932406 250.333333333333
"118" "10105_2" 2 2 2 0 1 1
"119" "10106_2" 2 446 264 182 0.591928251121076 118.666666666667
"120" "10107_2" 2 867 521 346 0.600922722029988 231.666666666667
"121" "10108_1" 1 1 1 0 1 1
"122" "10109_1" 1 27 13 14 0.481481481481481 13.6666666666667
"123" "10110_1" 1 70 70 0 1 47
"124" "10111_2" 2 1106 631 475 0.570524412296564 289.833333333333
"125" "10112_59" 59 83 83 0 1 1.27118644067797
"126" "10113_1" 1 119 82 37 0.689075630252101 67.3333333333333
"127" "10114_2" 2 422 228 194 0.540284360189573 108.666666666667
"128" "10115_6" 6 75 75 0 1 8.66666666666667
"129" "10116_1" 1 1 1 0 1 1
"130" "10117_51" 51 56 56 0 1 1.06535947712418
"131" "10119_2" 2 1147 633 514 0.551874455100262 297
"132" "1012_1" 1 1 1 0 1 1
"133" "10120_1" 1 86 86 0 1 57.6666666666667
"134" "10121_2" 2 714 400 314 0.560224089635854 186
"135" "10122_1" 1 1 1 0 1 1
"136" "10123_59" 59 63 63 0 1 1.04519774011299
"137" "10124_7" 7 76 76 0 1 7.57142857142857
"138" "10125_36" 36 86 86 0 1 1.92592592592593
"139" "10126_2" 2 656 296 360 0.451219512195122 159
"140" "10127_1" 1 29 14 15 0.482758620689655 14.6666666666667
"141" "10128_3" 3 3 3 0 1 1
"142" "10129_1" 1 823 478 345 0.580801944106926 434
"143" "1013_2" 2 281 136 145 0.483985765124555 69.8333333333333
"144" "10130_1" 1 16 9 7 0.5625 8.66666666666667
"145" "10131_1" 1 1 1 0 1 1
"146" "10132_2" 2 901 547 354 0.607103218645949 241.666666666667
"147" "10133_2" 2 928 575 353 0.619612068965517 250.833333333333
"148" "10134_2" 2 1565 838 727 0.535463258785942 400.833333333333
"149" "10135_72" 72 85 74 11 0.870588235294118 1.06944444444444
"150" "10136_1" 1 37 9 28 0.243243243243243 15.6666666666667
"151" "10137_2" 2 1273 675 598 0.530243519245876 325
"152" "10138_2" 2 1555 878 677 0.564630225080386 405.833333333333
"153" "10139_1" 1 1 1 0 1 1
"154" "1014_2" 2 1229 656 573 0.533767290480065 314.5
"155" "10140_1" 1 1 1 0 1 1
"156" "10141_2" 2 5 5 0 1 2
"157" "10142_1" 1 1 1 0 1 1
"158" "10143_2" 2 575 301 274 0.523478260869565 146.333333333333
"159" "10144_1" 1 233 153 80 0.656652360515021 129
"160" "10145_1" 1 1 1 0 1 1
"161" "10146_2" 2 216 51 165 0.236111111111111 44.8333333333333
"162" "10147_1" 1 2 1 1 0.5 1.33333333333333
"163" "10148_2" 2 934 569 365 0.609207708779443 250.833333333333
"164" "10149_2" 2 1159 616 543 0.531492666091458 296.166666666667
"165" "1015_1" 1 674 373 301 0.553412462908012 349.333333333333
"166" "10151_1" 1 1 1 0 1 1
"167" "10152_2" 2 230 131 99 0.569565217391304 60.5
"168" "10153_4" 4 5 5 0 1 1.16666666666667
"169" "10154_1" 1 1 1 0 1 1
"170" "10156_2" 2 866 503 363 0.580831408775981 228.5
"171" "10157_14" 14 17 17 0 1 1.14285714285714
"172" "10159_2" 2 1227 696 531 0.567237163814181 320.833333333333
"173" "1016_2" 2 1839 867 972 0.471451876019576 451.333333333333
"174" "10160_2" 2 1122 647 475 0.576648841354724 295.166666666667
"175" "10161_77" 77 78 78 0 1 1.00865800865801
"176" "10162_1" 1 161 75 86 0.46583850931677 79
"177" "10163_2" 2 949 551 398 0.580611169652266 250.333333333333
"178" "10164_2" 2 159 77 82 0.484276729559748 39.6666666666667
"179" "10165_37" 37 38 38 0 1 1.01801801801802
"180" "10166_1" 1 262 256 6 0.977099236641221 173
"181" "10167_1" 1 1 1 0 1 1
"182" "10168_3" 3 4 4 0 1 1.22222222222222
"183" "10169_2" 2 904 555 349 0.613938053097345 243.5
"184" "1017_1" 1 150 55 95 0.366666666666667 68.6666666666667
"185" "10170_1" 1 490 300 190 0.612244897959184 263.666666666667
"186" "10171_58" 58 58 58 0 1 1
"187" "10172_1" 1 1 1 0 1 1
"188" "10173_2" 2 232 130 102 0.560344827586207 60.6666666666667
"189" "10174_2" 2 704 404 300 0.573863636363636 185
"190" "10175_1" 1 1 1 0 1 1
"191" "10176_2" 2 5 3 2 0.6 1.66666666666667
"192" "10177_1" 1 1 1 0 1 1
"193" "10178_2" 2 488 278 210 0.569672131147541 128
"194" "10179_1" 1 531 335 196 0.630885122410546 289
"195" "1018_2" 2 900 542 358 0.602222222222222 240.666666666667
"196" "10180_1" 1 1 1 0 1 1
"197" "10181_82" 82 84 84 0 1 1.01626016260163
"198" "10182_1" 1 229 155 74 0.676855895196507 128.333333333333
"199" "10184_8" 8 8 8 0 1 1
"200" "10185_3" 3 3 3 0 1 1
"201" "10186_1" 1 107 45 62 0.420560747663551 51
"202" "10188_1" 1 71 71 0 1 47.6666666666667
"203" "10189_2" 2 275 165 110 0.6 73.6666666666667
"204" "1019_1" 1 4 2 2 0.5 2.33333333333333
"205" "10190_2" 2 34 11 23 0.323529411764706 7.83333333333333
"206" "10191_1" 1 1 1 0 1 1
"207" "10192_3" 3 185 63 122 0.340540540540541 27.8888888888889
"208" "10193_2" 2 909 557 352 0.612761276127613 244.666666666667
"209" "10194_4" 4 862 410 452 0.475638051044084 106.333333333333
"210" "10195_2" 2 939 577 362 0.614483493077742 253
"211" "10196_4" 4 6 6 0 1 1.33333333333333
"212" "10197_57" 57 71 62 9 0.873239436619718 1.11111111111111
"213" "10198_2" 2 905 544 361 0.601104972375691 241.833333333333
"214" "10199_1" 1 4 4 0 1 3
"215" "102_1" 1 1 1 0 1 1
"216" "1020_4" 4 9 6 3 0.666666666666667 1.58333333333333
"217" "10200_2" 2 579 353 226 0.609671848013817 155.666666666667
"218" "10201_2" 2 69 69 0 1 23.3333333333333
"219" "10202_2" 2 1525 847 678 0.555409836065574 395.666666666667
"220" "10203_1" 1 655 383 272 0.584732824427481 346.333333333333
"221" "10204_1" 1 1 1 0 1 1
"222" "10205_1" 1 1 1 0 1 1
"223" "10206_2" 2 1377 782 595 0.567901234567901 360.166666666667
"224" "10207_2" 2 641 356 285 0.555382215288612 166.5
"225" "10208_3" 3 524 265 259 0.505725190839695 88
"226" "10209_1" 1 1 1 0 1 1
"227" "1021_1" 1 1 1 0 1 1
"228" "10210_1" 1 74 73 1 0.986486486486487 49.3333333333333
"229" "10211_2" 2 2 2 0 1 1
"230" "10212_1" 1 14 11 3 0.785714285714286 8.66666666666667
"231" "10213_1" 1 74 73 1 0.986486486486487 49.3333333333333
"232" "10214_1" 1 256 239 17 0.93359375 165.333333333333
"233" "10215_2" 2 293 96 197 0.327645051194539 65.1666666666667
"234" "10216_51" 51 55 55 0 1 1.05228758169935
"235" "10217_2" 2 662 418 244 0.631419939577039 180.333333333333
"236" "10218_1" 1 221 205 16 0.927601809954751 142.333333333333
"237" "10219_2" 2 315 136 179 0.431746031746032 75.5
"238" "1022_2" 2 435 245 190 0.563218390804598 113.666666666667
"239" "10220_2" 2 770 466 304 0.605194805194805 206.333333333333
"240" "10221_2" 2 907 549 358 0.60529217199559 243
"241" "10222_48" 48 81 81 0 1 1.45833333333333
"242" "10224_2" 2 5 4 1 0.8 1.83333333333333
"243" "10225_2" 2 1087 596 491 0.548298068077277 280.833333333333
"244" "10226_2" 2 1577 868 709 0.550412175015853 407.833333333333
"245" "10227_1" 1 1 1 0 1 1
"246" "10228_52" 52 53 53 0 1 1.01282051282051
"247" "10229_1" 1 1 1 0 1 1
"248" "1023_1" 1 5 5 0 1 3.66666666666667
"249" "10230_1" 1 1 1 0 1 1
"250" "10231_2" 2 79 74 5 0.936708860759494 25.8333333333333
"251" "10232_1" 1 4 4 0 1 3
"252" "10233_2" 2 89 67 22 0.752808988764045 26.3333333333333
"253" "10234_1" 1 1 1 0 1 1
"254" "10235_2" 2 2 2 0 1 1
"255" "10236_1" 1 1 1 0 1 1
"256" "10237_2" 2 196 128 68 0.653061224489796 54.3333333333333
"257" "10238_1" 1 181 105 76 0.580110497237569 95.6666666666667
"258" "10239_2" 2 762 414 348 0.543307086614173 196.333333333333
"259" "1024_3" 3 33 30 3 0.909090909090909 7.33333333333333
"260" "10240_2" 2 430 245 185 0.569767441860465 112.833333333333
"261" "10241_1" 1 4 3 1 0.75 2.66666666666667
"262" "10242_1" 1 1 1 0 1 1
"263" "10243_1" 1 1 1 0 1 1
"264" "10244_72" 72 76 75 1 0.986842105263158 1.03240740740741
"265" "10245_4" 4 3336 1746 1590 0.523381294964029 423.833333333333
"266" "10246_1" 1 1472 798 674 0.542119565217391 757
"267" "10247_2" 2 313 169 144 0.539936102236422 80.6666666666667
"268" "10248_77" 77 610 290 320 0.475409836065574 4.22943722943723
"269" "10249_1" 1 250 159 91 0.636 136.666666666667
"270" "1025_4" 4 3683 1747 1936 0.474341569372794 452.833333333333
"271" "10250_1" 1 3 3 0 1 2.33333333333333
"272" "10251_1" 1 1 1 0 1 1
"273" "10252_1" 1 11 9 2 0.818181818181818 7
"274" "10253_1" 1 2 2 0 1 1.66666666666667
"275" "10254_2" 2 10 8 2 0.8 3.33333333333333
"276" "10255_2" 2 3 3 0 1 1.33333333333333
"277" "10256_1" 1 1 1 0 1 1
"278" "10257_1" 1 1 1 0 1 1
"279" "10258_1" 1 1 1 0 1 1
"280" "10259_2" 2 3 3 0 1 1.33333333333333
"281" "1026_2" 2 729 407 322 0.558299039780521 189.666666666667
"282" "10260_1" 1 16 14 2 0.875 10.3333333333333
"283" "10261_2" 2 475 272 203 0.572631578947368 124.833333333333
"284" "10262_1" 1 88 85 3 0.965909090909091 58
"285" "10263_2" 2 108 49 59 0.453703703703704 26.5
"286" "10264_2" 2 1098 556 542 0.506375227686703 276
"287" "10265_1" 1 2 2 0 1 1.66666666666667
"288" "10266_1" 1 80 80 0 1 53.6666666666667
"289" "10267_1" 1 1443 826 617 0.572418572418572 756.666666666667
"290" "10268_2" 2 991 459 532 0.463168516649849 242
"291" "10269_1" 1 1 1 0 1 1
"292" "1027_2" 2 92 31 61 0.33695652173913 20.8333333333333
"293" "10270_2" 2 655 367 288 0.56030534351145 170.666666666667
"294" "10271_2" 2 2 2 0 1 1
"295" "10272_2" 2 637 318 319 0.499215070643642 159.5
"296" "10273_2" 2 259 103 156 0.397683397683398 60.6666666666667
"297" "10274_2" 2 22 22 0 1 7.66666666666667
"298" "10275_1" 1 1 1 0 1 1
"299" "10276_1" 1 7 7 0 1 5
"300" "10277_2" 2 475 189 286 0.397894736842105 111
"301" "10278_1" 1 1 1 0 1 1
"302" "10279_1" 1 1 1 0 1 1
"303" "1028_2" 2 1424 769 655 0.54002808988764 365.833333333333
"304" "10280_58" 58 58 58 0 1 1
"305" "10281_2" 2 1351 791 560 0.585492227979275 357.333333333333
"306" "10282_1" 1 1 1 0 1 1
"307" "10283_2" 2 916 554 362 0.604803493449782 245.333333333333
"308" "10284_1" 1 73 73 0 1 49
"309" "10285_1" 1 1 1 0 1 1
"310" "10286_82" 82 84 84 0 1 1.01626016260163
"311" "10287_1" 1 9 7 2 0.777777777777778 5.66666666666667
"312" "10288_18" 18 18 18 0 1 1
"313" "10289_2" 2 79 32 47 0.40506329113924 18.8333333333333
"314" "1029_2" 2 388 211 177 0.543814432989691 100.166666666667
"315" "10290_25" 25 25 25 0 1 1
"316" "10291_70" 70 78 78 0 1 1.07619047619048
"317" "10292_1" 1 2 1 1 0.5 1.33333333333333
"318" "10293_2" 2 600 345 255 0.575 157.833333333333
"319" "10294_1" 1 1 1 0 1 1
"320" "10295_2" 2 295 137 158 0.464406779661017 72.3333333333333
"321" "10296_1" 1 82 79 3 0.963414634146341 54
"322" "10297_2" 2 445 241 204 0.541573033707865 114.666666666667
"323" "10299_2" 2 122 46 76 0.377049180327869 28.3333333333333
"324" "103_1" 1 1 1 0 1 1
"325" "1030_2" 2 662 418 244 0.631419939577039 180.333333333333
"326" "10300_2" 2 217 98 119 0.451612903225806 52.8333333333333
"327" "10301_1" 1 1 1 0 1 1
"328" "10303_1" 1 81 81 0 1 54.3333333333333
"329" "10304_28" 28 33 33 0 1 1.11904761904762
"330" "10305_1" 1 1 1 0 1 1
"331" "10306_2" 2 550 310 240 0.563636363636364 143.666666666667
"332" "10307_1" 1 84 84 0 1 56.3333333333333
"333" "10308_2" 2 881 542 339 0.615209988649262 237.5
"334" "10309_1" 1 1 1 0 1 1
"335" "1031_1" 1 1 1 0 1 1
"336" "10310_1" 1 68 25 43 0.367647058823529 31.3333333333333
"337" "10311_4" 4 413 118 295 0.285714285714286 44.5833333333333
"338" "10312_2" 2 669 308 361 0.460388639760837 163.166666666667
"339" "10313_2" 2 369 216 153 0.585365853658537 97.8333333333333
"340" "10314_2" 2 109 35 74 0.321100917431193 24.3333333333333
"341" "10315_1" 1 3 3 0 1 2.33333333333333
"342" "10316_1" 1 1 1 0 1 1
"343" "10317_1" 1 1364 719 645 0.527126099706745 694.666666666667
"344" "10318_1" 1 2 1 1 0.5 1.33333333333333
"345" "10319_2" 2 1635 948 687 0.579816513761468 430.833333333333
"346" "1032_2" 2 1572 794 778 0.505089058524173 394.666666666667
"347" "10320_5" 5 6 6 0 1 1.13333333333333
"348" "10321_2" 2 1317 724 593 0.549734244495065 340.5
"349" "10322_2" 2 34 14 20 0.411764705882353 8.33333333333333
"350" "10323_83" 83 84 84 0 1 1.00803212851406
"351" "10324_1" 1 1 1 0 1 1
"352" "10325_1" 1 86 79 7 0.918604651162791 55.3333333333333
"353" "10326_2" 2 251 133 118 0.529880478087649 64.3333333333333
"354" "10327_2" 2 962 591 371 0.614345114345114 259.166666666667
"355" "10328_1" 1 95 82 13 0.863157894736842 59.3333333333333
"356" "10329_3" 3 56 56 0 1 12.7777777777778
"357" "1033_2" 2 419 238 181 0.568019093078759 109.833333333333
"358" "10330_2" 2 160 79 81 0.49375 40.1666666666667
"359" "10331_3" 3 3 3 0 1 1
"360" "10332_1" 1 2 1 1 0.5 1.33333333333333
"361" "10333_1" 1 3 3 0 1 2.33333333333333
"362" "10334_2" 2 702 257 445 0.366096866096866 160.166666666667
"363" "10336_80" 80 81 81 0 1 1.00833333333333
"364" "10337_1" 1 77 77 0 1 51.6666666666667
"365" "10338_57" 57 73 61 12 0.835616438356164 1.11695906432749
"366" "10339_2" 2 443 254 189 0.573363431151242 116.5
"367" "1034_79" 79 80 80 0 1 1.0084388185654
"368" "10340_1" 1 60 60 0 1 40.3333333333333
"369" "10341_6" 6 6 6 0 1 1
"370" "10342_1" 1 2 2 0 1 1.66666666666667
"371" "10343_2" 2 776 453 323 0.583762886597938 205.166666666667
"372" "10344_5" 5 84 84 0 1 11.5333333333333
"373" "10345_2" 2 763 467 296 0.612057667103539 205.333333333333
"374" "10346_2" 2 316 117 199 0.370253164556962 72.5
"375" "10347_2" 2 2 2 0 1 1
"376" "10348_2" 2 438 194 244 0.442922374429224 105.666666666667
"377" "10349_2" 2 709 402 307 0.566995768688293 185.5
"378" "1035_1" 1 6 6 0 1 4.33333333333333
"379" "10350_1" 1 600 336 264 0.56 312.333333333333
"380" "10351_74" 74 74 74 0 1 1
"381" "10352_4" 4 827 319 508 0.385731559854897 95.8333333333333
"382" "10354_1" 1 3 3 0 1 2.33333333333333
"383" "10355_1" 1 1 1 0 1 1
"384" "10356_68" 68 69 69 0 1 1.00980392156863
"385" "10357_2" 2 922 561 361 0.608459869848156 247.5
"386" "10358_2" 2 1360 792 568 0.582352941176471 359
"387" "10359_1" 1 1 1 0 1 1
"388" "1036_2" 2 538 339 199 0.630111524163569 146.5
"389" "10360_1" 1 1 1 0 1 1
"390" "10363_2" 2 1141 563 578 0.493426818580193 284.333333333333
"391" "10364_2" 2 1217 619 598 0.508627773212818 306.333333333333
"392" "10365_1" 1 1 1 0 1 1
"393" "10366_1" 1 1 1 0 1 1
"394" "10367_2" 2 1343 774 569 0.576321667907669 353.166666666667
"395" "10368_2" 2 221 160 61 0.723981900452489 63.8333333333333
"396" "10369_2" 2 706 371 335 0.525495750708215 179.833333333333
"397" "1037_4" 4 349 113 236 0.32378223495702 38.8333333333333
"398" "10370_2" 2 2 2 0 1 1
"399" "10371_1" 1 41 18 23 0.439024390243902 20
"400" "10372_2" 2 772 461 311 0.597150259067358 205.833333333333
"401" "10373_1" 1 4 4 0 1 3
"402" "10374_1" 1 2 1 1 0.5 1.33333333333333
"403" "10375_1" 1 1 1 0 1 1
"404" "10376_1" 1 82 22 60 0.268292682926829 35
"405" "10377_1" 1 1 1 0 1 1
"406" "10378_1" 1 1 1 0 1 1
"407" "10379_2" 2 157 65 92 0.414012738853503 37.3333333333333
"408" "1038_1" 1 9 7 2 0.777777777777778 5.66666666666667
"409" "10380_1" 1 784 459 325 0.585459183673469 414.666666666667
"410" "10381_1" 1 4 4 0 1 3
"411" "10382_2" 2 3 2 1 0.666666666666667 1.16666666666667
"412" "10383_2" 2 417 249 168 0.597122302158273 111.333333333333
"413" "10384_2" 2 850 522 328 0.614117647058824 229
"414" "10385_2" 2 156 63 93 0.403846153846154 36.8333333333333
"415" "10386_2" 2 272 111 161 0.408088235294118 64.1666666666667
"416" "10387_2" 2 804 462 342 0.574626865671642 211.333333333333
"417" "10388_2" 2 125 44 81 0.352 28.5
"418" "1039_2" 2 1083 641 442 0.591874422899354 287.666666666667
"419" "10390_1" 1 4 3 1 0.75 2.66666666666667
"420" "10391_1" 1 634 361 273 0.569400630914827 332
"421" "10392_2" 2 594 343 251 0.577441077441077 156.5
"422" "10393_2" 2 273 140 133 0.512820512820513 69.1666666666667
"423" "10394_1" 1 4 4 0 1 3
"424" "10395_2" 2 925 404 521 0.436756756756757 221.833333333333
"425" "10396_4" 4 4 4 0 1 1
"426" "10397_2" 2 944 515 429 0.545550847457627 243.5
"427" "10398_1" 1 1 1 0 1 1
"428" "10399_69" 69 75 71 4 0.946666666666667 1.03864734299517
"429" "104_1" 1 10 7 3 0.7 6
"430" "1040_1" 1 2 2 0 1 1.66666666666667
"431" "10400_1" 1 3 3 0 1 2.33333333333333
"432" "10401_1" 1 1 1 0 1 1
"433" "10402_2" 2 64 25 39 0.390625 15.1666666666667
"434" "10403_1" 1 1 1 0 1 1
"435" "10404_2" 2 1461 762 699 0.521560574948665 370.833333333333
"436" "10405_1" 1 1 1 0 1 1
"437" "10406_1" 1 1 1 0 1 1
"438" "10407_2" 2 2 2 0 1 1
"439" "10408_2" 2 534 348 186 0.651685393258427 147.333333333333
"440" "10409_1" 1 235 113 122 0.480851063829787 116.333333333333
"441" "1041_9" 9 9 9 0 1 1
"442" "10410_1" 1 54 54 0 1 36.3333333333333
"443" "10411_4" 4 3789 1803 1986 0.475851148060174 466.333333333333
"444" "10412_1" 1 1 1 0 1 1
"445" "10413_2" 2 1546 898 648 0.580853816300129 407.666666666667
"446" "10414_5" 5 8 7 1 0.875 1.33333333333333
"447" "10415_2" 2 241 93 148 0.385892116182573 56
"448" "10416_4" 4 1051 424 627 0.403425309229305 123.25
"449" "10417_4" 4 810 298 512 0.367901234567901 92.6666666666667
"450" "10418_2" 2 1229 617 612 0.502034174125305 308
"451" "10419_1" 1 3 2 1 0.666666666666667 2
"452" "1042_2" 2 850 525 325 0.617647058823529 229.5
"453" "10420_2" 2 1498 818 680 0.546061415220294 386.333333333333
"454" "10421_2" 2 735 432 303 0.587755102040816 194.833333333333
"455" "10422_3" 3 3 3 0 1 1
"456" "10423_1" 1 34 34 0 1 23
"457" "10424_1" 1 1 1 0 1 1
"458" "10425_2" 2 895 540 355 0.603351955307263 239.5
"459" "10426_2" 2 1572 883 689 0.561704834605598 409.5
"460" "10427_1" 1 2 1 1 0.5 1.33333333333333
"461" "10428_2" 2 112 37 75 0.330357142857143 25.1666666666667
"462" "10429_1" 1 1 1 0 1 1
"463" "1043_81" 81 112 90 22 0.803571428571429 1.16460905349794
"464" "10430_1" 1 4 3 1 0.75 2.66666666666667
"465" "10431_2" 2 1283 602 681 0.46921278254092 314.5
"466" "10432_3" 3 3 3 0 1 1
"467" "10433_1" 1 272 171 101 0.628676470588235 148
"468" "10434_74" 74 79 79 0 1 1.04504504504505
"469" "10435_2" 2 470 223 247 0.474468085106383 115.833333333333
"470" "10436_2" 2 1305 686 619 0.525670498084291 332.166666666667
"471" "10437_72" 72 72 72 0 1 1
"472" "10438_5" 5 5 5 0 1 1
"473" "1044_1" 1 1 1 0 1 1
"474" "10440_1" 1 5 3 2 0.6 3
"475" "10441_1" 1 1 1 0 1 1
"476" "10442_48" 48 58 58 0 1 1.13888888888889
"477" "10443_4" 4 1568 695 873 0.443239795918367 188.916666666667
"478" "10444_1" 1 1 1 0 1 1
"479" "10445_2" 2 1064 634 430 0.595864661654135 283.333333333333
"480" "10446_1" 1 264 240 24 0.909090909090909 168.333333333333
"481" "10447_1" 1 70 70 0 1 47
"482" "10448_2" 2 2 2 0 1 1
"483" "10449_2" 2 1354 693 661 0.511816838995569 341.5
"484" "1045_79" 79 83 83 0 1 1.0337552742616
"485" "10450_1" 1 1 1 0 1 1
"486" "10451_2" 2 1252 612 640 0.488817891373802 311
"487" "10452_1" 1 1 1 0 1 1
"488" "10453_1" 1 1 1 0 1 1
"489" "10454_2" 2 2 2 0 1 1
