"kmer.id" "j.counts" "genome" "sc3" "dif" "per" "esp_array"
"3697" "13478_2" 2 1489 784 705 0.526527871054399 379.166666666667
"3698" "13479_2" 2 894 502 392 0.561521252796421 233
"3699" "1348_10" 10 10 10 0 1 1
"3700" "13480_2" 2 891 532 359 0.597081930415264 237.5
"3701" "13481_3" 3 90 88 2 0.977777777777778 20.1111111111111
"3702" "13482_1" 1 1 1 0 1 1
"3703" "13483_1" 1 1 1 0 1 1
"3704" "13484_57" 57 70 60 10 0.857142857142857 1.09356725146199
"3705" "13485_2" 2 589 316 273 0.536502546689304 151.166666666667
"3706" "13486_1" 1 10 6 4 0.6 5.66666666666667
"3707" "13487_2" 2 712 404 308 0.567415730337079 186.333333333333
"3708" "13488_2" 2 80 32 48 0.4 19
"3709" "13489_2" 2 931 550 381 0.590762620837809 247.166666666667
"3710" "1349_1" 1 431 274 157 0.635730858468677 235.333333333333
"3711" "13490_2" 2 274 138 136 0.503649635036496 69
"3712" "13491_2" 2 897 545 352 0.607580824972129 240.666666666667
"3713" "13492_2" 2 1180 665 515 0.563559322033898 307.833333333333
"3714" "13493_2" 2 2 2 0 1 1
"3715" "13494_68" 68 71 70 1 0.985915492957746 1.02450980392157
"3716" "13495_1" 1 1 1 0 1 1
"3717" "13496_6" 6 6 6 0 1 1
"3718" "13497_2" 2 1080 565 515 0.523148148148148 274.5
"3719" "13498_2" 2 879 523 356 0.594994311717861 234
"3720" "13499_1" 1 1 1 0 1 1
"3721" "135_2" 2 477 272 205 0.570230607966457 125.166666666667
"3722" "1350_1" 1 1 1 0 1 1
"3723" "13500_2" 2 2 2 0 1 1
"3724" "13502_1" 1 207 130 77 0.628019323671498 112.666666666667
"3725" "13503_1" 1 493 302 191 0.612576064908722 265.333333333333
"3726" "13504_8" 8 8 8 0 1 1
"3727" "13505_1" 1 246 157 89 0.638211382113821 134.666666666667
"3728" "13506_2" 2 843 487 356 0.577698695136418 222
"3729" "13507_4" 4 783 288 495 0.367816091954023 89.5833333333333
"3730" "13508_2" 2 2 2 0 1 1
"3731" "13509_21" 21 21 21 0 1 1
"3732" "1351_2" 2 506 311 195 0.614624505928854 136.5
"3733" "13510_2" 2 76 51 25 0.671052631578947 21.5
"3734" "13511_10" 10 63 63 0 1 4.53333333333333
"3735" "13512_1" 1 60 59 1 0.983333333333333 40
"3736" "13513_2" 2 794 462 332 0.581863979848867 209.666666666667
"3737" "13514_2" 2 814 465 349 0.571253071253071 213.5
"3738" "13515_4" 4 787 295 492 0.374841168996188 90.5
"3739" "13516_6" 6 6 6 0 1 1
"3740" "13518_1" 1 1 1 0 1 1
"3741" "13519_1" 1 1 1 0 1 1
"3742" "1352_2" 2 39 15 24 0.384615384615385 9.33333333333333
"3743" "13521_1" 1 8 7 1 0.875 5.33333333333333
"3744" "13522_2" 2 1126 645 481 0.572824156305506 295.5
"3745" "13524_3" 3 223 171 52 0.766816143497758 44.1111111111111
"3746" "13525_1" 1 1 1 0 1 1
"3747" "13526_34" 34 116 71 45 0.612068965517241 2.16666666666667
"3748" "13527_2" 2 868 502 366 0.578341013824885 228.666666666667
"3749" "13528_59" 59 59 59 0 1 1
"3750" "13529_4" 4 1023 518 505 0.506353861192571 128.75
"3751" "1353_1" 1 1 1 0 1 1
"3752" "13530_2" 2 1501 857 644 0.570952698201199 393.333333333333
"3753" "13531_2" 2 834 496 338 0.594724220623501 222
"3754" "13532_1" 1 1 1 0 1 1
"3755" "13533_1" 1 1 1 0 1 1
"3756" "13534_4" 4 2133 971 1162 0.455227379278012 259
"3757" "13535_2" 2 1327 760 567 0.572720422004521 348.166666666667
"3758" "13536_4" 4 4 4 0 1 1
"3759" "13537_1" 1 1 1 0 1 1
"3760" "13538_1" 1 2 2 0 1 1.66666666666667
"3761" "13539_2" 2 183 73 110 0.398907103825137 43
"3762" "1354_1" 1 22 22 0 1 15
"3763" "13541_2" 2 148 65 83 0.439189189189189 35.8333333333333
"3764" "13542_2" 2 1496 836 660 0.558823529411765 389
"3765" "13543_2" 2 942 529 413 0.561571125265393 245.5
"3766" "13544_70" 70 78 73 5 0.935897435897436 1.05238095238095
"3767" "13545_3" 3 14 4 10 0.285714285714286 2.33333333333333
"3768" "13546_1" 1 4 4 0 1 3
"3769" "13547_1" 1 8 5 3 0.625 4.66666666666667
"3770" "13548_1" 1 1 1 0 1 1
"3771" "13549_31" 31 72 71 1 0.986111111111111 1.87096774193548
"3772" "1355_1" 1 3 3 0 1 2.33333333333333
"3773" "13550_1" 1 1 1 0 1 1
"3774" "13551_2" 2 904 554 350 0.61283185840708 243.333333333333
"3775" "13552_2" 2 907 555 352 0.611907386990077 244
"3776" "13553_1" 1 947 392 555 0.413938753959873 446.666666666667
"3777" "13554_3" 3 3 3 0 1 1
"3778" "13556_1" 1 1 1 0 1 1
"3779" "13557_2" 2 796 501 295 0.629396984924623 216.5
"3780" "13558_1" 1 527 263 264 0.499051233396584 263.666666666667
"3781" "13559_2" 2 764 460 304 0.602094240837696 204.333333333333
"3782" "1356_3" 3 3 3 0 1 1
"3783" "13560_1" 1 1 1 0 1 1
"3784" "13561_2" 2 22 21 1 0.954545454545455 7.5
"3785" "13562_1" 1 1 1 0 1 1
"3786" "13563_1" 1 1 1 0 1 1
"3787" "13564_1" 1 6 6 0 1 4.33333333333333
"3788" "13565_82" 82 85 85 0 1 1.02439024390244
"3789" "13566_1" 1 3 3 0 1 2.33333333333333
"3790" "13567_1" 1 1 1 0 1 1
"3791" "13568_4" 4 2829 1416 1413 0.500530222693531 354.083333333333
"3792" "13569_2" 2 814 526 288 0.646191646191646 223.666666666667
"3793" "1357_2" 2 84 84 0 1 28.3333333333333
"3794" "13570_1" 1 96 88 8 0.916666666666667 61.6666666666667
"3795" "13571_2" 2 2 2 0 1 1
"3796" "13572_1" 1 1 1 0 1 1
"3797" "1358_5" 5 76 76 0 1 10.4666666666667
"3798" "1359_4" 4 2199 1013 1186 0.460663938153706 268
"3799" "136_1" 1 1 1 0 1 1
"3800" "1360_2" 2 706 410 296 0.580736543909348 186.333333333333
"3801" "1361_1" 1 249 221 28 0.887550200803213 157
"3802" "1362_20" 20 20 20 0 1 1
"3803" "1363_2" 2 651 367 284 0.563748079877112 170
"3804" "1364_2" 2 1357 753 604 0.554900515843773 352
"3805" "1365_1" 1 1 1 0 1 1
"3806" "1366_3" 3 3 3 0 1 1
"3807" "1367_2" 2 979 598 381 0.610827374872319 263.166666666667
"3808" "1368_69" 69 71 71 0 1 1.01932367149758
"3809" "1369_2" 2 821 477 344 0.580998781973203 216.666666666667
"3810" "137_1" 1 1 1 0 1 1
"3811" "1370_1" 1 1 1 0 1 1
"3812" "1371_1" 1 26 22 4 0.846153846153846 16.3333333333333
"3813" "1372_1" 1 1 1 0 1 1
"3814" "1373_3" 3 3 3 0 1 1
"3815" "1374_71" 71 72 71 1 0.986111111111111 1.00469483568075
"3816" "1376_2" 2 2 2 0 1 1
"3817" "1377_3" 3 6 6 0 1 1.66666666666667
"3818" "1379_2" 2 467 256 211 0.548179871520343 120.833333333333
"3819" "138_1" 1 517 304 213 0.588007736943907 274
"3820" "1380_2" 2 1434 757 677 0.5278940027894 365.5
"3821" "1381_2" 2 90 80 10 0.888888888888889 28.6666666666667
"3822" "1382_2" 2 50 24 26 0.48 12.6666666666667
"3823" "1383_2" 2 1568 888 680 0.566326530612245 409.666666666667
"3824" "1384_2" 2 987 501 486 0.507598784194529 248.333333333333
"3825" "1385_3" 3 3 3 0 1 1
"3826" "1386_2" 2 119 65 54 0.546218487394958 31
"3827" "1387_1" 1 1 1 0 1 1
"3828" "1388_4" 4 788 294 494 0.373096446700508 90.5
"3829" "1389_2" 2 247 125 122 0.506072874493927 62.3333333333333
"3830" "139_1" 1 1 1 0 1 1
"3831" "1390_2" 2 119 38 81 0.319327731092437 26.5
"3832" "1391_2" 2 627 412 215 0.657097288676236 173.5
"3833" "1392_1" 1 124 118 6 0.951612903225806 81
"3834" "1393_2" 2 1441 749 692 0.519777931991672 365.333333333333
"3835" "1395_2" 2 210 104 106 0.495238095238095 52.6666666666667
"3836" "1396_1" 1 714 419 295 0.586834733893557 378
"3837" "1397_1" 1 1 1 0 1 1
"3838" "1398_1" 1 1 1 0 1 1
"3839" "1399_2" 2 957 425 532 0.444096133751306 230.666666666667
"3840" "14_1" 1 1 1 0 1 1
"3841" "140_1" 1 1 1 0 1 1
"3842" "1400_2" 2 894 547 347 0.611856823266219 240.5
"3843" "1401_2" 2 1355 757 598 0.558671586715867 352.333333333333
"3844" "1402_2" 2 842 490 352 0.581947743467934 222.333333333333
"3845" "1403_1" 1 1 1 0 1 1
"3846" "1404_2" 2 325 137 188 0.421538461538462 77.3333333333333
"3847" "1405_3" 3 63 60 3 0.952380952380952 14
"3848" "1406_2" 2 1347 761 586 0.564959168522643 351.666666666667
"3849" "1407_2" 2 683 353 330 0.51683748169839 173
"3850" "1408_2" 2 1874 876 998 0.467449306296692 458.666666666667
"3851" "1409_1" 1 1 1 0 1 1
"3852" "141_2" 2 893 528 365 0.591265397536394 237.166666666667
"3853" "1411_2" 2 755 479 276 0.634437086092715 206
"3854" "1412_2" 2 886 489 397 0.551918735891648 229.5
"3855" "1413_2" 2 789 451 338 0.571609632446134 207
"3856" "1414_2" 2 1460 770 690 0.527397260273973 372
"3857" "1415_51" 51 76 69 7 0.907894736842105 1.28104575163399
"3858" "1416_1" 1 176 83 93 0.471590909090909 86.6666666666667
"3859" "1417_73" 73 74 74 0 1 1.00913242009132
"3860" "1418_55" 55 57 57 0 1 1.02424242424242
"3861" "1419_5" 5 6 6 0 1 1.13333333333333
"3862" "142_1" 1 1 1 0 1 1
"3863" "1420_2" 2 80 80 0 1 27
"3864" "1421_1" 1 2 1 1 0.5 1.33333333333333
"3865" "1422_2" 2 83 83 0 1 28
"3866" "1423_2" 2 880 440 440 0.5 220.333333333333
"3867" "1424_2" 2 1031 532 499 0.516003879728419 260.833333333333
"3868" "1425_2" 2 37 21 16 0.567567567567568 10
"3869" "1426_1" 1 1 1 0 1 1
"3870" "1427_6" 6 6 6 0 1 1
"3871" "1428_2" 2 158 60 98 0.379746835443038 36.6666666666667
"3872" "1429_78" 78 79 79 0 1 1.00854700854701
"3873" "143_2" 2 760 452 308 0.594736842105263 202.333333333333
"3874" "1430_85" 85 86 86 0 1 1.0078431372549
"3875" "1431_2" 2 2 2 0 1 1
"3876" "1432_3" 3 3 3 0 1 1
"3877" "1433_1" 1 817 485 332 0.593635250917993 434.333333333333
"3878" "1434_2" 2 1583 875 708 0.552747946936197 410
"3879" "1435_82" 82 87 86 1 0.988505747126437 1.03658536585366
"3880" "1436_75" 75 76 76 0 1 1.00888888888889
"3881" "1437_1" 1 1 1 0 1 1
"3882" "1438_2" 2 590 355 235 0.601694915254237 157.833333333333
"3883" "1439_2" 2 902 460 442 0.509977827050998 227.333333333333
"3884" "144_3" 3 3 3 0 1 1
"3885" "1440_2" 2 444 227 217 0.511261261261261 112.166666666667
"3886" "1441_57" 57 57 57 0 1 1
"3887" "1442_1" 1 1 1 0 1 1
"3888" "1443_1" 1 1 1 0 1 1
"3889" "1444_2" 2 549 302 247 0.550091074681239 142.166666666667
"3890" "1445_2" 2 1570 881 689 0.561146496815287 408.833333333333
"3891" "1446_83" 83 84 84 0 1 1.00803212851406
"3892" "1447_1" 1 2 2 0 1 1.66666666666667
"3893" "1448_2" 2 1363 717 646 0.526045487894351 347
"3894" "1449_1" 1 68 68 0 1 45.6666666666667
"3895" "145_2" 2 970 551 419 0.568041237113402 253.833333333333
"3896" "1450_2" 2 820 503 317 0.613414634146341 220.833333333333
"3897" "1451_74" 74 77 77 0 1 1.02702702702703
"3898" "1452_35" 35 35 35 0 1 1
"3899" "1453_2" 2 161 55 106 0.341614906832298 36.3333333333333
"3900" "1454_2" 2 503 320 183 0.636182902584493 137.5
"3901" "1455_2" 2 763 435 328 0.570117955439056 200
"3902" "1456_2" 2 497 316 181 0.635814889336016 135.833333333333
"3903" "1457_2" 2 1190 570 620 0.478991596638655 293.666666666667
"3904" "1458_2" 2 1161 666 495 0.573643410852713 304.833333333333
"3905" "1459_1" 1 576 348 228 0.604166666666667 308.333333333333
"3906" "146_2" 2 669 454 215 0.678624813153961 187.5
"3907" "1460_69" 69 72 72 0 1 1.02898550724638
"3908" "1461_1" 1 1 1 0 1 1
"3909" "1462_3" 3 3 3 0 1 1
"3910" "1463_3" 3 37 36 1 0.972972972972973 8.44444444444444
"3911" "1464_4" 4 2077 1028 1049 0.494944631680308 259.083333333333
"3912" "1465_1" 1 1 1 0 1 1
"3913" "1466_2" 2 1149 638 511 0.55526544821584 298.166666666667
"3914" "1467_1" 1 178 103 75 0.578651685393258 94
"3915" "1468_1" 1 1 1 0 1 1
"3916" "1469_2" 2 1373 746 627 0.543335761107065 353.5
"3917" "147_1" 1 7 4 3 0.571428571428571 4
"3918" "1470_1" 1 35 34 1 0.971428571428571 23.3333333333333
"3919" "1471_1" 1 321 232 89 0.722741433021807 184.666666666667
"3920" "1473_2" 2 884 541 343 0.611990950226244 237.833333333333
"3921" "1474_1" 1 1 1 0 1 1
"3922" "1475_56" 56 58 58 0 1 1.02380952380952
"3923" "1476_74" 74 79 79 0 1 1.04504504504505
"3924" "1477_2" 2 840 495 345 0.589285714285714 222.833333333333
"3925" "1478_2" 2 561 323 238 0.575757575757576 147.666666666667
"3926" "1479_33" 33 37 37 0 1 1.08080808080808
"3927" "148_2" 2 293 92 201 0.313993174061433 64.5
"3928" "1480_3" 3 5 4 1 0.8 1.33333333333333
"3929" "1481_2" 2 4 4 0 1 1.66666666666667
"3930" "1482_5" 5 17 17 0 1 2.6
"3931" "1483_1" 1 1 1 0 1 1
"3932" "1484_1" 1 2 2 0 1 1.66666666666667
"3933" "1485_2" 2 1422 755 667 0.530942334739803 363.166666666667
"3934" "1486_2" 2 20 15 5 0.75 6.16666666666667
"3935" "1487_2" 2 282 115 167 0.407801418439716 66.5
"3936" "1488_84" 84 469 295 174 0.628997867803838 3.36507936507937
"3937" "1489_1" 1 1 1 0 1 1
"3938" "1490_2" 2 764 441 323 0.577225130890052 201.166666666667
"3939" "1491_84" 84 85 85 0 1 1.00793650793651
"3940" "1492_2" 2 1166 678 488 0.58147512864494 307.666666666667
"3941" "1494_1" 1 1 1 0 1 1
"3942" "1495_2" 2 925 580 345 0.627027027027027 251.166666666667
"3943" "1496_1" 1 77 77 0 1 51.6666666666667
"3944" "1497_3" 3 3 3 0 1 1
"3945" "1498_1" 1 28 23 5 0.821428571428571 17.3333333333333
"3946" "15_1" 1 75 75 0 1 50.3333333333333
"3947" "150_1" 1 5 5 0 1 3.66666666666667
"3948" "1500_81" 81 82 82 0 1 1.0082304526749
"3949" "1501_2" 2 753 438 315 0.581673306772908 198.833333333333
"3950" "1502_2" 2 1409 790 619 0.560681334279631 366.833333333333
"3951" "1503_2" 2 283 191 92 0.674911660777385 79.3333333333333
"3952" "1504_1" 1 74 74 0 1 49.6666666666667
"3953" "1505_1" 1 2 2 0 1 1.66666666666667
"3954" "1506_57" 57 63 63 0 1 1.07017543859649
"3955" "1507_2" 2 1695 839 856 0.494985250737463 422.666666666667
"3956" "1509_1" 1 1541 827 714 0.536664503569111 789.666666666667
"3957" "151_72" 72 76 76 0 1 1.03703703703704
"3958" "1510_3" 3 84 81 3 0.964285714285714 18.6666666666667
"3959" "1511_2" 2 870 537 333 0.617241379310345 234.833333333333
"3960" "1512_2" 2 2 2 0 1 1
"3961" "1513_10" 10 16 16 0 1 1.4
"3962" "1514_22" 22 80 80 0 1 2.75757575757576
"3963" "1516_13" 13 14 14 0 1 1.05128205128205
"3964" "1518_2" 2 321 128 193 0.398753894080997 75.1666666666667
"3965" "1519_1" 1 3 3 0 1 2.33333333333333
"3966" "152_1" 1 1 1 0 1 1
"3967" "1520_3" 3 57 57 0 1 13
"3968" "1521_2" 2 646 285 361 0.441176470588235 155.5
"3969" "1523_2" 2 770 472 298 0.612987012987013 207.333333333333
"3970" "1524_2" 2 3 3 0 1 1.33333333333333
"3971" "1525_1" 1 1 1 0 1 1
"3972" "1527_2" 2 93 69 24 0.741935483870968 27.3333333333333
"3973" "1528_1" 1 78 78 0 1 52.3333333333333
"3974" "1529_2" 2 1323 676 647 0.510959939531368 333.5
"3975" "153_2" 2 855 492 363 0.575438596491228 224.833333333333
"3976" "1530_2" 2 165 81 84 0.490909090909091 41.3333333333333
"3977" "1531_2" 2 722 414 308 0.573407202216066 189.666666666667
"3978" "1532_68" 68 70 70 0 1 1.01960784313725
"3979" "1533_1" 1 1 1 0 1 1
"3980" "1534_2" 2 1159 659 500 0.568593615185505 303.333333333333
"3981" "1536_2" 2 1580 902 678 0.570886075949367 414
"3982" "1537_1" 1 503 248 255 0.493041749502982 250.666666666667
"3983" "1538_1" 1 819 474 345 0.578754578754579 431.333333333333
"3984" "1539_1" 1 1 1 0 1 1
"3985" "154_2" 2 311 133 178 0.427652733118971 74.3333333333333
"3986" "1540_2" 2 757 429 328 0.5667107001321 198
"3987" "1541_1" 1 109 46 63 0.422018348623853 52
"3988" "1542_1" 1 1 1 0 1 1
"3989" "1543_1" 1 77 77 0 1 51.6666666666667
"3990" "1544_1" 1 1 1 0 1 1
"3991" "1545_2" 2 787 257 530 0.326556543837357 174.333333333333
"3992" "1546_2" 2 398 227 171 0.57035175879397 104.5
"3993" "1547_2" 2 60 60 0 1 20.3333333333333
"3994" "1549_2" 2 1368 712 656 0.52046783625731 347
"3995" "1550_2" 2 911 533 378 0.585071350164654 241
"3996" "1551_1" 1 1 1 0 1 1
"3997" "1552_1" 1 1 1 0 1 1
"3998" "1553_3" 3 3 3 0 1 1
"3999" "1554_1" 1 86 86 0 1 57.6666666666667
"4000" "1555_2" 2 905 536 369 0.592265193370166 240.5
"4001" "1556_2" 2 2 2 0 1 1
"4002" "1557_1" 1 4 1 3 0.25 2
"4003" "1558_1" 1 1 1 0 1 1
"4004" "1559_2" 2 923 557 366 0.603466955579632 247
"4005" "156_2" 2 643 404 239 0.628304821150855 174.833333333333
"4006" "1560_1" 1 1 1 0 1 1
"4007" "1561_2" 2 356 199 157 0.558988764044944 92.8333333333333
"4008" "1562_2" 2 3 3 0 1 1.33333333333333
"4009" "1563_77" 77 80 80 0 1 1.02597402597403
"4010" "1564_1" 1 2 2 0 1 1.66666666666667
"4011" "1566_2" 2 2 2 0 1 1
"4012" "1567_1" 1 1 1 0 1 1
"4013" "1568_1" 1 1 1 0 1 1
"4014" "1569_1" 1 1 1 0 1 1
"4015" "157_2" 2 252 162 90 0.642857142857143 69.3333333333333
"4016" "1570_1" 1 1 1 0 1 1
"4017" "1571_1" 1 1 1 0 1 1
"4018" "1572_2" 2 983 584 399 0.594099694811801 261.5
"4019" "1574_1" 1 1 1 0 1 1
"4020" "1575_1" 1 1 1 0 1 1
"4021" "1576_1" 1 7 7 0 1 5
"4022" "1577_1" 1 305 218 87 0.714754098360656 174.666666666667
"4023" "1578_47" 47 83 83 0 1 1.51063829787234
"4024" "1579_2" 2 628 367 261 0.584394904458599 166.166666666667
"4025" "158_3" 3 3 3 0 1 1
"4026" "1580_1" 1 1 1 0 1 1
"4027" "1581_2" 2 888 522 366 0.587837837837838 235.333333333333
"4028" "1582_2" 2 65 24 41 0.369230769230769 15.1666666666667
"4029" "1583_1" 1 3 3 0 1 2.33333333333333
"4030" "1584_2" 2 734 275 459 0.374659400544959 168.5
"4031" "1585_2" 2 499 271 228 0.543086172344689 128.666666666667
"4032" "1586_2" 2 205 98 107 0.478048780487805 50.8333333333333
"4033" "1587_2" 2 1012 458 554 0.452569169960474 245.333333333333
"4034" "1588_1" 1 1 1 0 1 1
"4035" "1589_71" 71 100 87 13 0.87 1.2112676056338
"4036" "159_1" 1 3 2 1 0.666666666666667 2
"4037" "1590_1" 1 5 3 2 0.6 3
"4038" "1591_1" 1 1 1 0 1 1
"4039" "1592_1" 1 157 117 40 0.745222929936306 91.6666666666667
"4040" "1593_1" 1 272 132 140 0.485294117647059 135
"4041" "1594_85" 85 86 86 0 1 1.0078431372549
"4042" "1595_1" 1 1 1 0 1 1
"4043" "1596_1" 1 704 408 296 0.579545454545455 371
"4044" "1597_2" 2 1168 555 613 0.475171232876712 287.5
"4045" "1598_2" 2 1230 720 510 0.585365853658537 325.333333333333
"4046" "1599_2" 2 1176 659 517 0.560374149659864 306.166666666667
"4047" "16_2" 2 472 255 217 0.540254237288136 121.5
"4048" "160_2" 2 751 429 322 0.571238348868176 197
"4049" "1600_1" 1 743 418 325 0.562584118438762 387.333333333333
"4050" "1601_1" 1 1 1 0 1 1
"4051" "1602_6" 6 6 6 0 1 1
"4052" "1603_2" 2 1113 690 423 0.619946091644205 300.833333333333
"4053" "1604_2" 2 248 121 127 0.487903225806452 61.8333333333333
"4054" "1605_2" 2 324 170 154 0.524691358024691 82.6666666666667
"4055" "1606_1" 1 5 3 2 0.6 3
"4056" "1607_1" 1 1 1 0 1 1
"4057" "1608_2" 2 1298 710 588 0.546995377503852 335
"4058" "161_1" 1 2 1 1 0.5 1.33333333333333
"4059" "1610_1" 1 1 1 0 1 1
"4060" "1611_2" 2 1192 575 617 0.48238255033557 294.833333333333
"4061" "1612_1" 1 1 1 0 1 1
"4062" "1613_2" 2 517 257 260 0.497098646034816 129.333333333333
"4063" "1615_2" 2 255 136 119 0.533333333333333 65.5
"4064" "1616_2" 2 861 502 359 0.583042973286876 227.5
"4065" "1617_2" 2 317 165 152 0.520504731861199 80.6666666666667
"4066" "1619_4" 4 824 364 460 0.441747572815534 99.3333333333333
"4067" "162_2" 2 856 507 349 0.592289719626168 227.5
"4068" "1620_2" 2 96 72 24 0.75 28.3333333333333
"4069" "1621_1" 1 1 1 0 1 1
"4070" "1622_2" 2 679 260 419 0.382916053019146 156.833333333333
"4071" "1623_1" 1 1 1 0 1 1
"4072" "1624_1" 1 1 1 0 1 1
"4073" "1625_7" 7 7 7 0 1 1
"4074" "1626_1" 1 214 128 86 0.598130841121495 114.333333333333
"4075" "1627_4" 4 415 118 297 0.28433734939759 44.75
"4076" "1628_1" 1 35 20 15 0.571428571428571 18.6666666666667
"4077" "1629_54" 54 69 69 0 1 1.18518518518519
"4078" "163_1" 1 17 14 3 0.823529411764706 10.6666666666667
"4079" "1630_1" 1 1 1 0 1 1
"4080" "1631_3" 3 35 32 3 0.914285714285714 7.77777777777778
"4081" "1632_58" 58 58 58 0 1 1
"4082" "1633_1" 1 1 1 0 1 1
"4083" "1634_1" 1 1 1 0 1 1
"4084" "1635_1" 1 11 9 2 0.818181818181818 7
"4085" "1636_1" 1 730 430 300 0.589041095890411 387
"4086" "1637_1" 1 1 1 0 1 1
"4087" "1638_2" 2 1043 564 479 0.540747842761266 268.166666666667
"4088" "1639_2" 2 857 493 364 0.575262543757293 225.333333333333
"4089" "164_1" 1 1 1 0 1 1
"4090" "1640_2" 2 1460 793 667 0.543150684931507 375.833333333333
"4091" "1641_2" 2 1250 621 629 0.4968 312.166666666667
"4092" "1642_1" 1 831 473 358 0.569193742478941 435
"4093" "1643_2" 2 891 542 349 0.608305274971942 239.166666666667
"4094" "1644_1" 1 50 49 1 0.98 33.3333333333333
"4095" "1645_1" 1 37 37 0 1 25
"4096" "1646_1" 1 1636 933 703 0.570293398533007 856.666666666667
"4097" "1647_1" 1 77 77 0 1 51.6666666666667
"4098" "1648_1" 1 1583 865 718 0.546430827542641 816.333333333333
"4099" "1649_2" 2 263 115 148 0.437262357414449 63.3333333333333
"4100" "165_10" 10 10 10 0 1 1
"4101" "1650_2" 2 212 93 119 0.438679245283019 51.1666666666667
"4102" "1651_3" 3 36 36 0 1 8.33333333333333
"4103" "1652_1" 1 1 1 0 1 1
"4104" "1653_1" 1 1 1 0 1 1
"4105" "1654_49" 49 61 56 5 0.918032786885246 1.12925170068027
"4106" "1655_1" 1 1 1 0 1 1
"4107" "1656_1" 1 3 3 0 1 2.33333333333333
"4108" "1657_1" 1 1 1 0 1 1
"4109" "1658_2" 2 911 544 367 0.597145993413831 242.833333333333
"4110" "1659_2" 2 87 77 10 0.885057471264368 27.6666666666667
"4111" "166_1" 1 1 1 0 1 1
"4112" "1660_2" 2 2 2 0 1 1
"4113" "1661_4" 4 470 141 329 0.3 51.25
"4114" "1662_1" 1 1 1 0 1 1
"4115" "1663_2" 2 274 103 171 0.375912408759124 63.1666666666667
"4116" "1664_2" 2 388 150 238 0.38659793814433 90
"4117" "1665_77" 77 635 331 304 0.521259842519685 4.51515151515152
"4118" "1667_1" 1 2 2 0 1 1.66666666666667
"4119" "1668_1" 1 1 1 0 1 1
"4120" "1669_2" 2 858 521 337 0.607226107226107 230.166666666667
"4121" "167_2" 2 423 237 186 0.560283687943262 110.333333333333
"4122" "1670_2" 2 641 346 295 0.539781591263651 164.833333333333
"4123" "1671_4" 4 412 129 283 0.313106796116505 45.4166666666667
"4124" "1672_2" 2 1324 719 605 0.543051359516616 340.833333333333
"4125" "1673_2" 2 928 567 361 0.610991379310345 249.5
"4126" "1675_78" 78 654 447 207 0.68348623853211 5.03846153846154
"4127" "1676_2" 2 1204 654 550 0.543189368770764 310
"4128" "1677_2" 2 903 557 346 0.616832779623477 243.666666666667
"4129" "1678_2" 2 685 379 306 0.553284671532847 177.666666666667
"4130" "1679_1" 1 1 1 0 1 1
"4131" "168_3" 3 4 4 0 1 1.22222222222222
"4132" "1680_2" 2 803 467 336 0.581569115815691 212
"4133" "1681_1" 1 79 79 0 1 53
"4134" "1682_1" 1 52 52 0 1 35
"4135" "1683_7" 7 7 7 0 1 1
"4136" "1684_1" 1 9 6 3 0.666666666666667 5.33333333333333
"4137" "1685_2" 2 2 2 0 1 1
"4138" "1686_1" 1 2 2 0 1 1.66666666666667
"4139" "1687_1" 1 843 506 337 0.600237247924081 450
"4140" "1688_1" 1 1 1 0 1 1
"4141" "1689_1" 1 1 1 0 1 1
"4142" "169_82" 82 245 172 73 0.702040816326531 2.02845528455285
"4143" "1690_76" 76 82 82 0 1 1.05263157894737
"4144" "1691_2" 2 179 63 116 0.35195530726257 40.6666666666667
"4145" "1692_1" 1 38 38 0 1 25.6666666666667
"4146" "1693_1" 1 1 1 0 1 1
"4147" "1694_1" 1 88 86 2 0.977272727272727 58.3333333333333
"4148" "1695_1" 1 717 424 293 0.591352859135286 380.666666666667
"4149" "1696_3" 3 17 5 12 0.294117647058824 2.77777777777778
"4150" "1697_1" 1 1 1 0 1 1
"4151" "1698_55" 55 57 57 0 1 1.02424242424242
"4152" "1699_2" 2 531 274 257 0.516007532956685 134.5
"4153" "17_2" 2 62 21 41 0.338709677419355 14.1666666666667
"4154" "170_1" 1 1 1 0 1 1
"4155" "1700_2" 2 322 183 139 0.56832298136646 84.5
"4156" "1701_2" 2 437 262 175 0.59954233409611 116.833333333333
"4157" "1702_2" 2 861 506 355 0.587688734030197 228.166666666667
"4158" "1703_2" 2 1130 707 423 0.625663716814159 306.5
"4159" "1704_2" 2 843 518 325 0.614472123368921 227.166666666667
"4160" "1705_2" 2 1348 761 587 0.564540059347181 351.833333333333
"4161" "1706_1" 1 1 1 0 1 1
"4162" "1707_1" 1 1 1 0 1 1
"4163" "1708_1" 1 1 1 0 1 1
"4164" "1709_7" 7 7 7 0 1 1
"4165" "171_2" 2 2 2 0 1 1
"4166" "1710_2" 2 862 528 334 0.612529002320186 232
"4167" "1711_2" 2 1206 600 606 0.497512437810945 301.333333333333
"4168" "1712_1" 1 1 1 0 1 1
"4169" "1713_1" 1 1 1 0 1 1
"4170" "1714_2" 2 850 506 344 0.595294117647059 226.333333333333
"4171" "1715_1" 1 1 1 0 1 1
"4172" "1716_4" 4 1018 514 504 0.504911591355599 128
"4173" "1717_2" 2 742 433 309 0.58355795148248 196.166666666667
