"repeatmasker_name" "repeatmasker_subtype" "colors" "fam_gen_perc_RM"
"354" "Low.complexity18" "LC_DNA" "not_kmer" 0.0774220119165155
"355" "Low.complexity180" "LC_DNA" "not_kmer" 0.00917594712490514
"356" "Low.complexity181" "LC_DNA" "not_kmer" 0.0111086616114946
"357" "Low.complexity182" "LC_DNA" "not_kmer" 0.00495243404733469
"358" "Low.complexity183" "LC_DNA" "not_kmer" 0.00455542046205334
"359" "Low.complexity184" "LC_DNA" "not_kmer" 0.00753251895320371
"360" "Low.complexity185" "LC_DNA" "not_kmer" 0.0159506835966504
"361" "Low.complexity186" "LC_DNA" "not_kmer" 0.0202362824842607
"362" "Low.complexity187" "LC_DNA" "not_kmer" 0.00588875518252909
"363" "Low.complexity188" "LC_DNA" "not_kmer" 0.00675728532513953
"364" "Low.complexity189" "LC_DNA" "not_kmer" 0.00825304994863825
"365" "Low.complexity19" "LC_DNA" "not_kmer" 1.10747661152026e-05
"366" "Low.complexity190" "LC_DNA" "not_kmer" 0.00457488520249824
"367" "Low.complexity191" "LC_DNA" "not_kmer" 0.0100183005476069
"368" "Low.complexity192" "LC_DNA" "not_kmer" 0.07543392359935
"369" "Low.complexity193" "LC_DNA" "not_kmer" 0.0109354925413296
"370" "Low.complexity194" "LC_DNA" "not_kmer" 0.00682608311464306
"371" "Low.complexity195" "LC_DNA" "not_kmer" 0.0155100421448547
"372" "Low.complexity196" "LC_DNA" "not_kmer" 0.00699321140329066
"373" "Low.complexity197" "LC_DNA" "not_kmer" 0.00453159293495699
"374" "Low.complexity198" "LC_DNA" "not_kmer" 0.00295192856816128
"375" "Low.complexity199" "LC_DNA" "not_kmer" 0.00722712388760267
"376" "Low.complexity2" "LC_DNA" "not_kmer" 0.000151019537934581
"377" "Low.complexity20" "LC_DNA" "not_kmer" 0.0560963751652867
"378" "Low.complexity200" "LC_DNA" "not_kmer" 0.00330430749000863
"379" "Low.complexity201" "LC_DNA" "not_kmer" 0.00694991913574942
"380" "Low.complexity202" "LC_DNA" "not_kmer" 0.00531823692810957
"381" "Low.complexity203" "LC_DNA" "not_kmer" 0.00756473645462975
"382" "Low.complexity204" "LC_DNA" "not_kmer" 0.0178307090444494
"383" "Low.complexity205" "LC_DNA" "not_kmer" 0.00461884866798586
"384" "Low.complexity206" "LC_DNA" "not_kmer" 0.0251420682743222
"385" "Low.complexity207" "LC_DNA" "not_kmer" 0.00493095571305066
"386" "Low.complexity208" "LC_DNA" "not_kmer" 0.00604380190814193
"387" "Low.complexity209" "LC_DNA" "not_kmer" 0.00421445190529437
"388" "Low.complexity21" "LC_DNA" "not_kmer" 0.0458918171875605
"389" "Low.complexity210" "LC_DNA" "not_kmer" 0.0125379776383021
"390" "Low.complexity211" "LC_DNA" "not_kmer" 0.0082017033057405
"391" "Low.complexity212" "LC_DNA" "not_kmer" 0.0420230322246497
"392" "Low.complexity213" "LC_DNA" "not_kmer" 0.00642000835708563
"393" "Low.complexity214" "LC_DNA" "not_kmer" 0.00404799481459315
"394" "Low.complexity215" "LC_DNA" "not_kmer" 0.0109113294152601
"395" "Low.complexity216" "LC_DNA" "not_kmer" 0.00363755727038427
"396" "Low.complexity217" "LC_DNA" "not_kmer" 0.00684621905303434
"397" "Low.complexity218" "LC_DNA" "not_kmer" 0.00693246798914364
"398" "Low.complexity219" "LC_DNA" "not_kmer" 0.0024998767512771
"399" "Low.complexity22" "LC_DNA" "not_kmer" 0.000754090892753341
"400" "Low.complexity220" "LC_DNA" "not_kmer" 0.00711704742439702
"401" "Low.complexity221" "LC_DNA" "not_kmer" 0.00336840689388753
"402" "Low.complexity222" "LC_DNA" "not_kmer" 0.00741237452080242
"403" "Low.complexity223" "LC_DNA" "not_kmer" 0.0249977607158514
"404" "Low.complexity224" "LC_DNA" "not_kmer" 0.0200104243753052
"405" "Low.complexity225" "LC_DNA" "not_kmer" 0.00811344077579207
"406" "Low.complexity226" "LC_DNA" "not_kmer" 0.00618005509125624
"407" "Low.complexity227" "LC_DNA" "not_kmer" 0.0108133345150892
"408" "Low.complexity228" "LC_DNA" "not_kmer" 0.0104861255162309
"409" "Low.complexity229" "LC_DNA" "not_kmer" 0.00310630409582774
"410" "Low.complexity23" "LC_DNA" "not_kmer" 0.0623469060409124
"411" "Low.complexity230" "LC_DNA" "not_kmer" 0.00614548839701788
"412" "Low.complexity231" "LC_DNA" "not_kmer" 0.0434479854648058
"413" "Low.complexity232" "LC_DNA" "not_kmer" 0.00186458789503229
"414" "Low.complexity233" "LC_DNA" "not_kmer" 0.00558436691384762
"415" "Low.complexity234" "LC_DNA" "not_kmer" 0.00600118083854706
"416" "Low.complexity235" "LC_DNA" "not_kmer" 0.00341337715629472
"417" "Low.complexity236" "LC_DNA" "not_kmer" 0.00771441359667158
"418" "Low.complexity237" "LC_DNA" "not_kmer" 0.0158557090872383
"419" "Low.complexity238" "LC_DNA" "not_kmer" 0.015783890906976
"420" "Low.complexity239" "LC_DNA" "not_kmer" 0.00279755304049482
"421" "Low.complexity24" "LC_DNA" "not_kmer" 0.00828627424698386
"422" "Low.complexity240" "LC_DNA" "not_kmer" 0.00467254450369593
"423" "Low.complexity241" "LC_DNA" "not_kmer" 0.0130118433884435
"424" "Low.complexity242" "LC_DNA" "not_kmer" 0.00793389532513651
"425" "Low.complexity243" "LC_DNA" "not_kmer" 0.00284587929263388
"426" "Low.complexity25" "LC_DNA" "not_kmer" 0.00297172890757937
"427" "Low.complexity26" "LC_DNA" "not_kmer" 0.00187968984882575
"428" "Low.complexity27" "LC_DNA" "not_kmer" 0.000145985553336762
"429" "Low.complexity28" "LC_DNA" "kmer_2" 0.00726571776951928
"430" "Low.complexity29" "LC_DNA" "not_kmer" 0.00998037786363667
"431" "Low.complexity3" "LC_DNA" "not_kmer" 0.0635446587762202
"432" "Low.complexity30" "LC_DNA" "not_kmer" 0.0170094983570584
"433" "Low.complexity31" "LC_DNA" "not_kmer" 0.0671208014345111
"434" "Low.complexity32" "LC_DNA" "not_kmer" 0.000693011879633133
"435" "Low.complexity33" "LC_DNA" "not_kmer" 2.88615116941644e-05
"436" "Low.complexity34" "LC_DNA" "not_kmer" 0.0560446929234157
"437" "Low.complexity35" "LC_DNA" "not_kmer" 0.000174847065030926
"438" "Low.complexity36" "LC_DNA" "kmer_1" 0.0129182112749241
"439" "Low.complexity37" "LC_DNA" "not_kmer" 0.0302740477723125
"440" "Low.complexity38" "LC_DNA" "not_kmer" 0.0517943319279903
"441" "Low.complexity39" "LC_DNA" "not_kmer" 0.00882256140613822
"442" "Low.complexity4" "LC_DNA" "not_kmer" 0.0513550328720872
"443" "Low.complexity40" "LC_DNA" "not_kmer" 0.0286853222332407
"444" "Low.complexity41" "LC_DNA" "not_kmer" 0.00164745535937968
"445" "Low.complexity42" "LC_DNA" "not_kmer" 0.0116892478351098
"446" "Low.complexity43" "LC_DNA" "not_kmer" 0.000420169914431323
"447" "Low.complexity44" "LC_DNA" "not_kmer" 0.0448843490700502
"448" "Low.complexity45" "LC_DNA" "not_kmer" 0.0208534489959533
"449" "Low.complexity46" "LC_DNA" "not_kmer" 0.00624214090129601
"450" "Low.complexity47" "LC_DNA" "not_kmer" 0.00153167371362984
"451" "Low.complexity48" "LC_DNA" "not_kmer" 0.0112412232059038
"452" "Low.complexity49" "LC_DNA" "not_kmer" 0.000126185213918672
"453" "Low.complexity5" "LC_DNA" "not_kmer" 0.0046010619224069
"454" "Low.complexity50" "LC_DNA" "not_kmer" 0.0372608827951126
"455" "Low.complexity51" "LC_DNA" "not_kmer" 0.00931287150596583
"456" "Low.complexity52" "LC_DNA" "not_kmer" 0.0700244037505333
"457" "Low.complexity53" "LC_DNA" "not_kmer" 0.0531857252708275
"458" "Low.complexity54" "LC_DNA" "not_kmer" 0.0385754239730898
"459" "Low.complexity55" "LC_DNA" "not_kmer" 0.0163708535110818
"460" "Low.complexity56" "LC_DNA" "not_kmer" 0.00812216634909495
"461" "Low.complexity57" "LC_DNA" "not_kmer" 0.00210789715059356
"462" "Low.complexity58" "LC_DNA" "not_kmer" 0.00125648255561571
"463" "Low.complexity59" "LC_DNA" "not_kmer" 0.0101236786251879
"464" "Low.complexity6" "LC_DNA" "not_kmer" 0.000202701779805526
"465" "Low.complexity60" "LC_DNA" "not_kmer" 0.0159134321106266
"466" "Low.complexity61" "LC_DNA" "not_kmer" 0.00121151229320853
"467" "Low.complexity62" "LC_DNA" "not_kmer" 0.00342814351111499
"468" "Low.complexity63" "LC_DNA" "not_kmer" 0.0170507770307606
"469" "Low.complexity64" "LC_DNA" "not_kmer" 0.0353892473216433
"470" "Low.complexity65" "LC_DNA" "not_kmer" 0.000201694982885963
"471" "Low.complexity66" "LC_DNA" "not_kmer" 0.000769192846546799
"472" "Low.complexity67" "LC_DNA" "not_kmer" 0.000996393351395046
"473" "Low.complexity68" "LC_DNA" "not_kmer" 0.0461519063917811
"474" "Low.complexity69" "LC_DNA" "not_kmer" 0.000956792672558867
"475" "Low.complexity7" "LC_DNA" "not_kmer" 0.000100008494010011
"476" "Low.complexity70" "LC_DNA" "not_kmer" 0.032031915193871
"477" "Low.complexity71" "LC_DNA" "not_kmer" 1.64443496862099e-05
"478" "Low.complexity72" "LC_DNA" "not_kmer" 0.0155308492811923
"479" "Low.complexity73" "LC_DNA" "not_kmer" 0.00484369998002179
"480" "Low.complexity74" "LC_DNA" "not_kmer" 0.00142193284939738
"481" "Low.complexity75" "LC_DNA" "not_kmer" 0.00854737024812409
"482" "Low.complexity76" "LC_DNA" "not_kmer" 0.000685628702222997
"483" "Low.complexity77" "LC_DNA" "not_kmer" 0.000220824124357676
"484" "Low.complexity78" "LC_DNA" "not_kmer" 0.0277832321933115
"485" "Low.complexity79" "LC_DNA" "not_kmer" 0.00171759554477597
"486" "Low.complexity8" "LC_DNA" "not_kmer" 0.000457421400455186
"487" "Low.complexity80" "LC_DNA" "not_kmer" 0.011236189221306
"488" "Low.complexity81" "LC_DNA" "not_kmer" 0.00791375938674523
"489" "Low.complexity82" "LC_DNA" "not_kmer" 0.0010839846833971
"490" "Low.complexity83" "LC_DNA" "not_kmer" 0.0143424933171337
"491" "Low.complexity84" "LC_DNA" "not_kmer" 0.0203966987934445
"492" "Low.complexity85" "LC_DNA" "not_kmer" 0.0133739546805133
"493" "Low.complexity86" "LC_DNA" "not_kmer" 0.00020370857672509
"494" "Low.complexity87" "LC_DNA" "not_kmer" 0.0378035463347575
"495" "Low.complexity88" "LC_DNA" "not_kmer" 0.00746909074727119
"496" "Low.complexity89" "LC_DNA" "not_kmer" 0.0164446852851831
"497" "Low.complexity9" "LC_DNA" "not_kmer" 0.000298347487164094
"498" "Low.complexity90" "LC_DNA" "not_kmer" 0.0130776207871883
"499" "Low.complexity91" "LC_DNA" "not_kmer" 0.000904774831714734
"500" "Low.complexity92" "LC_DNA" "not_kmer" 0.0132236063405251
"501" "Low.complexity93" "LC_DNA" "not_kmer" 0.0203668304848308
"502" "Low.complexity94" "LC_DNA" "not_kmer" 0.00517762095834381
"503" "Low.complexity95" "LC_DNA" "not_kmer" 0.000265458787791674
"504" "Low.complexity96" "LC_DNA" "not_kmer" 0.0189448976354334
"505" "Low.complexity97" "LC_DNA" "not_kmer" 0.00690830486307411
"506" "Low.complexity98" "LC_DNA" "not_kmer" 0.00806847051338488
"507" "Low.complexity99" "LC_DNA" "not_kmer" 0.000128534406730988
"508" "Mari2_Pca_tp" "DNA_Transposon" "not_kmer" 0.41251322385804
"509" "MARIAM1_tp" "DNA_Transposon" "not_kmer" 0.0110992648402453
"510" "Mariner-1_AMel_tp" "DNA_Transposon" "kmer_2" 0.0400752157842668
"511" "Mariner-1_AMel_tp" "DNA_Transposon" "not_kmer" 0.829731545320175
"512" "Mariner-1_DAn_tp" "DNA_Transposon" "not_kmer" 0.00953705162005538
"513" "Mariner-1_DEu_tp" "DNA_Transposon" "not_kmer" 0.0230573274528786
"514" "Mariner-1_DPe_tp" "DNA_Transposon" "not_kmer" 0.450840975788917
"515" "Mariner-1_Dro_tp" "DNA_Transposon" "not_kmer" 0.0310257894722535
"516" "Mariner-1_DT_tp" "DNA_Transposon" "not_kmer" 0.0394251605732017
"517" "Mariner-1_LCh_tp" "DNA_Transposon" "not_kmer" 0.0054679140701514
"518" "Mariner-1_LHu_tp" "DNA_Transposon" "not_kmer" 0.134777554429203
"519" "Mariner-1_PPI_tp" "DNA_Transposon" "not_kmer" 0.0218364183884208
"520" "Mariner-10_CCri_tp" "DNA_Transposon" "not_kmer" 0.00546522927836589
"521" "Mariner-10_CFl_tp" "DNA_Transposon" "not_kmer" 0.152335421508451
"522" "Mariner-10_DBp_tp" "DNA_Transposon" "not_kmer" 0.210107106747892
"523" "Mariner-10_DEl_tp" "DNA_Transposon" "not_kmer" 0.0253726247689024
"524" "Mariner-10_LHu_tp" "DNA_Transposon" "not_kmer" 0.0531904236564522
"525" "Mariner-12_AEc_tp" "DNA_Transposon" "not_kmer" 0.0305965583855461
"526" "Mariner-13_DBp_tp" "DNA_Transposon" "not_kmer" 0.0106196939075597
"527" "Mariner-13_DF_tp" "DNA_Transposon" "not_kmer" 0.0173843624101094
"528" "Mariner-13_DRh_tp" "DNA_Transposon" "not_kmer" 0.0239852586137433
"529" "Mariner-14_DAn_tp" "DNA_Transposon" "not_kmer" 0.0113815035766964
"530" "Mariner-14_DBp_tp" "DNA_Transposon" "not_kmer" 0.388363857346407
"531" "Mariner-14_DRh_tp" "DNA_Transposon" "not_kmer" 0.0326762652223919
"532" "Mariner-15_DRh_tp" "DNA_Transposon" "not_kmer" 0.0137313675869585
"533" "Mariner-15_LMi_tp" "DNA_Transposon" "not_kmer" 0.0391093619394318
"534" "Mariner-15_RPr_tp" "DNA_Transposon" "not_kmer" 0.0298082363975276
"535" "Mariner-16_AEc_tp" "DNA_Transposon" "not_kmer" 0.0338699907700214
"536" "Mariner-16_CGi_tp" "DNA_Transposon" "not_kmer" 0.00533300328292984
"537" "Mariner-16_DK_tp" "DNA_Transposon" "not_kmer" 0.000585284609239798
"538" "Mariner-16_LMi_tp" "DNA_Transposon" "not_kmer" 0.0279037122246859
"539" "Mariner-17_SIn_tp" "DNA_Transposon" "not_kmer" 0.00666096841983458
"540" "Mariner-18_AEc_tp" "DNA_Transposon" "not_kmer" 0.514236628621042
"541" "Mariner-18_LSal_tp" "DNA_Transposon" "not_kmer" 0.356034265863319
"542" "Mariner-2_BF_tp" "DNA_Transposon" "not_kmer" 0.00123366182543893
"543" "Mariner-2_DAn_tp" "DNA_Transposon" "not_kmer" 0.00533065409011752
"544" "Mariner-2_DBi_tp" "DNA_Transposon" "not_kmer" 0.0320409763661471
"545" "Mariner-2_DEl_tp" "DNA_Transposon" "not_kmer" 0.451838040338258
"546" "Mariner-2_DF_tp" "DNA_Transposon" "not_kmer" 0.0242574293809988
"547" "Mariner-2_DT_tp" "DNA_Transposon" "not_kmer" 0.0368504452509037
"548" "Mariner-2_HSal_tp" "DNA_Transposon" "not_kmer" 0.674734823954343
"549" "Mariner-2_LHu_tp" "DNA_Transposon" "not_kmer" 0.0448061545092974
"550" "Mariner-2_LMi_tp" "DNA_Transposon" "not_kmer" 0.00898264211634888
"551" "Mariner-2_PBa_tp" "DNA_Transposon" "not_kmer" 0.329553157685977
"552" "Mariner-2_SIn_tp" "DNA_Transposon" "not_kmer" 0.155370914220936
"553" "Mariner-20_AEc_tp" "DNA_Transposon" "not_kmer" 0.0150955774129675
"554" "Mariner-20_HSal_tp" "DNA_Transposon" "not_kmer" 2.63721156988199
"555" "Mariner-20_SSa_tp" "DNA_Transposon" "not_kmer" 0.111461480167997
"556" "Mariner-22_DF_tp" "DNA_Transposon" "not_kmer" 0.0714064003221213
"557" "Mariner-22_DK_tp" "DNA_Transposon" "not_kmer" 0.012155730407841
"558" "Mariner-23_AEc_tp" "DNA_Transposon" "not_kmer" 0.00194311805475827
"559" "Mariner-23_HSal_tp" "DNA_Transposon" "not_kmer" 0.0347992643267789
"560" "Mariner-25_HSal_tp" "DNA_Transposon" "not_kmer" 0.0103854458242745
"561" "Mariner-26_AEc_tp" "DNA_Transposon" "not_kmer" 0.00704590044208117
"562" "Mariner-3_ACe_tp" "DNA_Transposon" "not_kmer" 0.252332505153374
"563" "Mariner-3_DF_tp" "DNA_Transposon" "not_kmer" 0.00863194118936746
"564" "Mariner-3_DK_tp" "DNA_Transposon" "not_kmer" 0.00407417153450181
"565" "Mariner-3_PPI_tp" "DNA_Transposon" "not_kmer" 0.00304992346833216
"566" "Mariner-3_PPo_tp" "DNA_Transposon" "not_kmer" 0.370107273204983
"567" "Mariner-3_RPr_tp" "DNA_Transposon" "not_kmer" 0.0176723063291047
"568" "Mariner-30_AEc_tp" "DNA_Transposon" "not_kmer" 0.0251132067626281
"569" "Mariner-30_LSal_tp" "DNA_Transposon" "not_kmer" 0.0244530835823673
"570" "Mariner-30_SM_tp" "DNA_Transposon" "not_kmer" 0.00498431594978755
"571" "Mariner-31_AEc_tp" "DNA_Transposon" "not_kmer" 0.0912053973443181
"572" "Mariner-33_HSal_tp" "DNA_Transposon" "not_kmer" 0.525765795745941
"573" "Mariner-35_AEc_tp" "DNA_Transposon" "not_kmer" 0.0304629899942173
"574" "Mariner-4_ACar_tp" "DNA_Transposon" "not_kmer" 0.0600154999741757
"575" "Mariner-4_ACe_tp" "DNA_Transposon" "not_kmer" 0.561023152671121
"576" "Mariner-4_CFl_tp" "DNA_Transposon" "not_kmer" 4.22854706216827e-05
"577" "Mariner-4_DAn_tp" "DNA_Transposon" "not_kmer" 0.00808994884766891
"578" "Mariner-4_DBp_tp" "DNA_Transposon" "not_kmer" 0.0469385503849337
"579" "Mariner-4_DY_tp" "DNA_Transposon" "not_kmer" 2.41363586954315
"580" "Mariner-4_LMi_tp" "DNA_Transposon" "not_kmer" 0.021876019067257
"581" "Mariner-4_SIn_tp" "DNA_Transposon" "not_kmer" 0.0253917539103741
"582" "Mariner-40_HSal_tp" "DNA_Transposon" "not_kmer" 0.0542982358669456
"583" "Mariner-41_HMa_tp" "DNA_Transposon" "not_kmer" 0.150907112278563
"584" "Mariner-42_SSa_tp" "DNA_Transposon" "not_kmer" 0.000767850450654047
"585" "Mariner-43_HSal_tp" "DNA_Transposon" "not_kmer" 0.494218821068326
"586" "Mariner-46_HSal_tp" "DNA_Transposon" "not_kmer" 0.0125309300598652
"587" "Mariner-48_HSal_tp" "DNA_Transposon" "not_kmer" 0.0818368164088031
"588" "Mariner-49_LMi_tp" "DNA_Transposon" "not_kmer" 0.00587231083284288
"589" "Mariner-5_Crp_tp" "DNA_Transposon" "not_kmer" 0.000107056072446958
"590" "Mariner-5_DEl_tp" "DNA_Transposon" "not_kmer" 0.127372563085811
"591" "Mariner-5_HSal_tp" "DNA_Transposon" "not_kmer" 0.0307237503963843
"592" "Mariner-5_SIn_tp" "DNA_Transposon" "not_kmer" 0.114556373898736
"593" "Mariner-50_HSal_tp" "DNA_Transposon" "not_kmer" 0.0410615411664662
"594" "Mariner-57_LMi_tp" "DNA_Transposon" "not_kmer" 0.261047674888092
"595" "Mariner-6_BM_tp" "DNA_Transposon" "not_kmer" 0.0896441909210477
"596" "Mariner-6_DF_tp" "DNA_Transposon" "not_kmer" 0.0030432114888684
"597" "Mariner-6_DRh_tp" "DNA_Transposon" "not_kmer" 0.00637604489159801
"598" "Mariner-6_DY_tp" "DNA_Transposon" "not_kmer" 0.0594570632827909
"599" "Mariner-6_HSal_tp" "DNA_Transposon" "not_kmer" 0.079992364452162
"600" "Mariner-6_LHu_tp" "DNA_Transposon" "not_kmer" 0.0184398211807855
"601" "Mariner-6_PBa_tp" "DNA_Transposon" "not_kmer" 0.0122409725470308
"602" "Mariner-6_RPr_tp" "DNA_Transposon" "not_kmer" 0.156510943932856
"603" "Mariner-6_SIn_tp" "DNA_Transposon" "not_kmer" 0.0053450848459646
"604" "Mariner-61_HSal_tp" "DNA_Transposon" "not_kmer" 0.0241913163832807
"605" "Mariner-61_LMi_tp" "DNA_Transposon" "not_kmer" 0.0709281717853285
"606" "Mariner-63_HSal_tp" "DNA_Transposon" "not_kmer" 0.0386546253307622
"607" "Mariner-67_HSal_tp" "DNA_Transposon" "not_kmer" 0.301039997725981
"608" "Mariner-69_LMi_tp" "DNA_Transposon" "not_kmer" 0.0218511847432411
"609" "Mariner-7_BM_tp" "DNA_Transposon" "not_kmer" 0.0544344890500599
"610" "Mariner-7_CFl_tp" "DNA_Transposon" "not_kmer" 1.77829700905134
"611" "Mariner-7_DAn_tp" "DNA_Transposon" "not_kmer" 0.0078449615972417
"612" "Mariner-7_LCh_tp" "DNA_Transposon" "not_kmer" 0.0193737931231676
"613" "Mariner-7_LMi_tp" "DNA_Transposon" "not_kmer" 0.0170131899457635
"614" "Mariner-7_RPr_tp" "DNA_Transposon" "not_kmer" 0.804123665671068
"615" "Mariner-78_HSal_tp" "DNA_Transposon" "not_kmer" 0.326619351462367
"616" "Mariner-8_DEl_tp" "DNA_Transposon" "not_kmer" 0.0015326805105494
"617" "Mariner-8_SIn_tp" "DNA_Transposon" "not_kmer" 0.0543630064687709
"618" "Mariner-84_HSal_tp" "DNA_Transposon" "not_kmer" 0.079824564965568
"619" "Mariner-9_PBa_tp" "DNA_Transposon" "not_kmer" 0.0266203817512152
"620" "Mariner-9_RPr_tp" "DNA_Transposon" "not_kmer" 0.015780199318271
"621" "Mariner-98_HSal_tp" "DNA_Transposon" "not_kmer" 0.00516251900455035
"622" "Mariner-99_HSal_tp" "DNA_Transposon" "not_kmer" 0.344346696023075
"623" "Mariner1_DYa_tp" "DNA_Transposon" "not_kmer" 0.00640759119507768
"624" "Mariner18_CB_tp" "DNA_Transposon" "not_kmer" 0.00794597688817127
"625" "Mariner2_PPa_tp" "DNA_Transposon" "not_kmer" 0.0261871234768295
"626" "Mariner36_CB_tp" "DNA_Transposon" "not_kmer" 0.0159842434939692
"627" "MAX_p2" "LTR" "not_kmer" 0.0174417498345245
"628" "MAX_pol" "LTR" "not_kmer" 1.52716628382095
"629" "Merlin-1_CGi_1p" "DNA_Transposon" "not_kmer" 0.0450823524642311
"630" "Merlin-1_DT" "DNA_Transposon" "not_kmer" 0.00907526743294875
"631" "MuDR-40_PI" "DNA_Transposon" "not_kmer" 0.0358191496062971
"632" "Nimb-2_DR_pol" "LINE" "not_kmer" 0.117946259126908
"633" "NOMAD_gag" "LTR" "not_kmer" 0.0111697406246148
"634" "Outcast-1_DAn_pol" "LINE" "not_kmer" 0.0155375612606561
"635" "Outcast-2_DTa_gag" "LINE" "not_kmer" 0.0111267839560467
"636" "P-15_LSal" "DNA_Transposon" "not_kmer" 0.00529474499998641
"637" "Paris_tp" "DNA_Transposon" "not_kmer" 0.0576246928891846
"638" "PARISa_DEl_tp" "DNA_Transposon" "not_kmer" 0.0141773786223253
"639" "PARISa_DK_tp" "DNA_Transposon" "not_kmer" 0.0074184153023198
"640" "Penelope-1_DEl_pol" "LINE" "not_kmer" 0.00549811797773831
"641" "Penelope-4_CQ_pol" "LINE" "not_kmer" 0.00762615106672315
"642" "Penelope2_Dw_pol" "LINE" "not_kmer" 0.0701811284710121
"643" "PGGypsyX1" "LTR" "not_kmer" 0.0750627511350041
"644" "piggyBac-1_DW_tp" "DNA_Transposon" "not_kmer" 0.0313040010210263
"645" "PiggyBac-1_HM" "DNA_Transposon" "not_kmer" 0.0110462402024816
"646" "PiggyBac-10_SM" "DNA_Transposon" "not_kmer" 0.0270529688276545
"647" "piggyBac-17_SM" "DNA_Transposon" "not_kmer" 0.0166685298002995
"648" "PiggyBac-2_HM" "DNA_Transposon" "not_kmer" 0.00950751891041484
"649" "piggyBac-2_SSa_tp" "DNA_Transposon" "not_kmer" 0.00334357256987162
"650" "Polinton-1_DGr_polb" "DNA_Transposon" "not_kmer" 0.183796818447902
"651" "Polinton-1_DGr_py" "DNA_Transposon" "not_kmer" 0.0678262304761522
"652" "R1_DPe_pol" "LINE" "not_kmer" 0.0463593065572113
"653" "R1_DVi_gag" "LINE" "not_kmer" 0.1642720057868
"654" "R1-1_DBp_pol" "LINE" "not_kmer" 0.00747613832570813
"655" "R1-1_DT_pol" "LINE" "not_kmer" 0.145356976459981
"656" "R1-1_DVi_gag" "LINE" "not_kmer" 0.00344290986593526
"657" "R1-1B_DK_pol" "LINE" "not_kmer" 0.00150683938961393
"658" "R1-2_DBi_pol" "LINE" "not_kmer" 0.000399698377066858
"659" "R1-2_DEu_gag" "LINE" "not_kmer" 0.034945921078062
"660" "R1-2_DVi_pol" "LINE" "not_kmer" 0.0142753735224962
"661" "R1-2_DYa_pol" "LINE" "not_kmer" 0.0690669398800281
"662" "R1-3_DK_pol" "LINE" "not_kmer" 0.0143710192298547
"663" "Rover_DM_pol" "LTR" "not_kmer" 0.000139273573873002
"664" "RTE-1_DBi_pol" "LINE" "not_kmer" 3.39434298933242
"665" "RTE-2_DAn_pol" "LINE" "not_kmer" 0.674704620046756
"666" "RTE-2_DBp_pol" "LINE" "not_kmer" 2.21756351185398
"667" "RTE-2_DF_pol" "LINE" "not_kmer" 0.205277501924744
"668" "RTE-4_DF_pol" "LINE" "not_kmer" 6.50529345294394
"669" "S_DM_tp" "DNA_Transposon" "not_kmer" 0.00831647815457078
"670" "Simple.repeat1" "Tandem_Repeat" "not_kmer" 1.86857481083377
"671" "Simple.repeat10" "Tandem_Repeat" "not_kmer" 0.310404215874845
"672" "Simple.repeat100" "Tandem_Repeat" "not_kmer" 0.0399101010894583
"673" "Simple.repeat101" "Tandem_Repeat" "not_kmer" 0.0171323275812452
"674" "Simple.repeat102" "Tandem_Repeat" "not_kmer" 0.00275862355960501
"675" "Simple.repeat103" "Tandem_Repeat" "not_kmer" 0.00675493613232721
"676" "Simple.repeat104" "Tandem_Repeat" "not_kmer" 0.0127772597061851
"677" "Simple.repeat105" "Tandem_Repeat" "not_kmer" 0.00813659710494203
"678" "Simple.repeat106" "Tandem_Repeat" "not_kmer" 0.0211776376040529
"679" "Simple.repeat107" "Tandem_Repeat" "not_kmer" 0.0166342987050343
"680" "Simple.repeat108" "Tandem_Repeat" "not_kmer" 0.0270408872646197
"681" "Simple.repeat109" "Tandem_Repeat" "not_kmer" 0.0655210011293241
"682" "Simple.repeat11" "Tandem_Repeat" "not_kmer" 0.00896217057898441
"683" "Simple.repeat110" "Tandem_Repeat" "not_kmer" 0.00593674583569497
"684" "Simple.repeat111" "Tandem_Repeat" "not_kmer" 0.00973908220191453
"685" "Simple.repeat112" "Tandem_Repeat" "not_kmer" 0.0085973744951291
"686" "Simple.repeat113" "Tandem_Repeat" "not_kmer" 0.0103142988419587
"687" "Simple.repeat114" "Tandem_Repeat" "not_kmer" 0.916440252022747
"688" "Simple.repeat115" "Tandem_Repeat" "not_kmer" 0.0582106486963708
"689" "Simple.repeat116" "Tandem_Repeat" "not_kmer" 0.0046456965858409
"690" "Simple.repeat117" "Tandem_Repeat" "not_kmer" 0.164698552081722
"691" "Simple.repeat118" "Tandem_Repeat" "not_kmer" 0.00788053508839962
"692" "Simple.repeat119" "Tandem_Repeat" "not_kmer" 0.0235624039075265
"693" "Simple.repeat12" "Tandem_Repeat" "not_kmer" 0.0285265839189228
"694" "Simple.repeat120" "Tandem_Repeat" "not_kmer" 0.0168678755903731
"695" "Simple.repeat121" "Tandem_Repeat" "not_kmer" 0.0245896723644548
"696" "Simple.repeat122" "Tandem_Repeat" "not_kmer" 0.00424767620363998
"697" "Simple.repeat123" "Tandem_Repeat" "not_kmer" 0.00289386994579976
"698" "Simple.repeat124" "Tandem_Repeat" "not_kmer" 0.00585586648315667
"699" "Simple.repeat125" "Tandem_Repeat" "not_kmer" 0.00247135083855612
"700" "Simple.repeat126" "Tandem_Repeat" "not_kmer" 0.00524910353963285
