kmer_id	Contig
kmer_153876159.0	Contig_30
kmer_110007130.0	Contig_30
kmer_49190269.0	Contig_30
kmer_22599612.0	Contig_30
kmer_148642229.0	Contig_30
kmer_215364391.0	Contig_30
kmer_91586096.0	Contig_30
kmer_483686323.0	Contig_30
kmer_496551664.0	Contig_30
kmer_242897810.0	Contig_30
kmer_498547848.0	Contig_30
kmer_234614638.0	Contig_30
kmer_413659907.0	Contig_30
kmer_162756002.0	Contig_30
kmer_383666921.0	Contig_30
kmer_451515407.0	Contig_31
kmer_215178799.0	Contig_31
kmer_91471903.0	Contig_31
kmer_483675944.0	Contig_31
kmer_412306308.0	Contig_31
kmer_149165083.0	Contig_31
kmer_350037153.0	Contig_31
kmer_389398806.0	Contig_31
kmer_443065127.0	Contig_31
kmer_193204224.0	Contig_31
kmer_416939140.0	Contig_31
kmer_354399733.0	Contig_31
kmer_352125422.0	Contig_31
kmer_242980183.0	Contig_31
kmer_98888880.0	Contig_31
kmer_231744032.0	Contig_31
kmer_496037804.0	Contig_31
kmer_236844153.0	Contig_31
kmer_106181773.0	Contig_31
kmer_47475630.0	Contig_31
kmer_290706378.0	Contig_31
kmer_501578331.0	Contig_31
kmer_524579066.0	Contig_31
kmer_498491695.0	Contig_31
kmer_262373018.0	Contig_31
kmer_522305063.0	Contig_31
kmer_475764099.0	Contig_31
kmer_59691354.0	Contig_31
kmer_133960440.0	Contig_31
kmer_313386376.0	Contig_31
kmer_188524042.0	Contig_31
kmer_80135888.0	Contig_31
kmer_380919985.0	Contig_31
kmer_458778431.0	Contig_31
kmer_356261247.0	Contig_31
kmer_388339705.0	Contig_31
kmer_268421087.0	Contig_31
kmer_148405822.0	Contig_31
kmer_488637093.0	Contig_31
kmer_327901207.0	Contig_31
kmer_279256397.0	Contig_31
kmer_191464326.0	Contig_31
kmer_81226611.0	Contig_31
kmer_35598802.0	Contig_31
kmer_16662453.0	Contig_31
kmer_7690092.0	Contig_31
kmer_14309106.0	Contig_31
kmer_29819988.0	Contig_31
kmer_66710764.0	Contig_31
kmer_154503485.0	Contig_31
kmer_94742973.0	Contig_32
kmer_41771462.0	Contig_32
kmer_290056224.0	Contig_32
kmer_225996675.0	Contig_32
kmer_448805401.0	Contig_32
kmer_170226760.0	Contig_32
kmer_399751469.0	Contig_32
kmer_4879840.0	Contig_32
kmer_8223333.0	Contig_32
kmer_15593461.0	Contig_32
kmer_32803650.0	Contig_32
kmer_73969093.0	Contig_32
kmer_172891910.0	Contig_32
kmer_405151081.0	Contig_32
kmer_68144722.0	Contig_32
kmer_158213442.0	Contig_32
kmer_373407098.0	Contig_32
kmer_485519663.0	Contig_32
kmer_114292898.0	Contig_32
kmer_168927724.0	Contig_32
kmer_414243668.0	Contig_32
kmer_353782939.0	Contig_32
kmer_279856624.0	Contig_32
kmer_380807705.0	Contig_32
kmer_441308581.0	Contig_32
kmer_515928442.0	Contig_32
kmer_253830896.0	Contig_32
kmer_330628196.0	Contig_32
kmer_295878809.0	Contig_32
kmer_81996259.0	Contig_32
kmer_193603872.0	Contig_32
kmer_443776657.0	Contig_32
kmer_393294586.0	Contig_32
kmer_525932051.0	Contig_32
kmer_507443989.0	Contig_32
kmer_353836846.0	Contig_32
kmer_283367002.0	Contig_32
kmer_121762626.0	Contig_32
kmer_54813133.0	Contig_32
kmer_25123584.0	Contig_32
kmer_12345570.0	Contig_32
kmer_6843925.0	Contig_32
kmer_4262233.0	Contig_32
kmer_399710072.0	Contig_32
kmer_354194532.0	Contig_32
kmer_416198044.0	Contig_32
kmer_186333871.0	Contig_32
kmer_430596918.0	Contig_32
kmer_319342416.0	Contig_32
kmer_226161373.0	Contig_32
kmer_374467275.0	Contig_33
kmer_360324716.0	Contig_33
kmer_152915386.0	Contig_33
kmer_359898413.0	Contig_33
kmer_269392716.0	Contig_33
kmer_326308215.0	Contig_33
kmer_428019073.0	Contig_33
kmer_303159387.0	Contig_33
kmer_136936857.0	Contig_33
kmer_83436933.0	Contig_33
kmer_36488180.0	Contig_33
kmer_17020388.0	Contig_33
kmer_232377544.0	Contig_33
kmer_445052865.0	Contig_33
kmer_243436924.0	Contig_33
kmer_507909403.0	Contig_33
kmer_243764826.0	Contig_33
kmer_322373602.0	Contig_33
kmer_338354335.0	Contig_33
kmer_338462323.0	Contig_33
kmer_152254036.0	Contig_33
kmer_342422846.0	Contig_33
kmer_353312762.0	Contig_33
kmer_436300016.0	Contig_33
kmer_352296290.0	Contig_33
kmer_408831369.0	Contig_33
kmer_107952010.0	Contig_33
kmer_253061932.0	Contig_33
kmer_398766862.0	Contig_33
kmer_350078813.0	Contig_33
kmer_350031245.0	Contig_33
kmer_398522087.0	Contig_33
kmer_253063039.0	Contig_33
kmer_323923148.0	Contig_33
kmer_504555682.0	Contig_33
kmer_506267360.0	Contig_33
kmer_341576050.0	Contig_33
kmer_210650382.0	Contig_33
kmer_89288168.0	Contig_33
kmer_253503479.0	Contig_33
kmer_502158224.0	Contig_33
kmer_439146788.0	Contig_33
kmer_267487805.0	Contig_33
kmer_114558677.0	Contig_33
kmer_299800576.0	Contig_33
kmer_331295934.0	Contig_33
kmer_425609222.0	Contig_33
kmer_287055204.0	Contig_33
kmer_455292349.0	Contig_34
kmer_374174802.0	Contig_34
kmer_158568937.0	Contig_34
kmer_333147806.0	Contig_34
kmer_176852469.0	Contig_34
kmer_75607817.0	Contig_34
kmer_33435120.0	Contig_34
kmer_15844080.0	Contig_34
kmer_286893634.0	Contig_34
kmer_425584251.0	Contig_34
kmer_343109455.0	Contig_34
kmer_362733877.0	Contig_34
kmer_447161289.0	Contig_34
kmer_279726176.0	Contig_34
kmer_177675264.0	Contig_34
kmer_183074416.0	Contig_34
kmer_174791488.0	Contig_34
kmer_408961798.0	Contig_34
kmer_109317119.0	Contig_34
kmer_256202021.0	Contig_34
kmer_517117961.0	Contig_34
kmer_454761735.0	Contig_34
kmer_461226509.0	Contig_34
kmer_280047126.0	Contig_34
kmer_120274634.0	Contig_34
kmer_300535375.0	Contig_34
kmer_129013868.0	Contig_34
kmer_398738770.0	Contig_34
kmer_459558407.0	Contig_34
kmer_454484576.0	Contig_34
kmer_365262540.0	Contig_34
kmer_508474685.0	Contig_34
kmer_426140633.0	Contig_34
kmer_269541902.0	Contig_34
kmer_46615988.0	Contig_34
kmer_51971068.0	Contig_34
kmer_244853453.0	Contig_34
kmer_509241337.0	Contig_34
kmer_248238188.0	Contig_34
kmer_323195622.0	Contig_34
kmer_78406583.0	Contig_34
kmer_183846776.0	Contig_34
kmer_426244505.0	Contig_34
kmer_291318726.0	Contig_34
kmer_52817160.0	Contig_34
kmer_117392823.0	Contig_34
kmer_273715656.0	Contig_34
kmer_507726138.0	Contig_34
kmer_341029211.0	Contig_35
kmer_376115485.0	Contig_35
kmer_494666260.0	Contig_35
kmer_224544023.0	Contig_35
kmer_166968448.0	Contig_35
kmer_150132172.0	Contig_35
kmer_352469271.0	Contig_35
kmer_409565446.0	Contig_35
kmer_117170017.0	Contig_35
kmer_273220168.0	Contig_35
kmer_119319141.0	Contig_35
kmer_53734972.0	Contig_35
kmer_291409635.0	Contig_35
kmer_440268600.0	Contig_35
kmer_374752623.0	Contig_35
kmer_392235440.0	Contig_35
kmer_161904869.0	Contig_35
kmer_193508535.0	Contig_35
kmer_81961496.0	Contig_35
kmer_35883651.0	Contig_35
kmer_16774832.0	Contig_35
kmer_287025278.0	Contig_35
kmer_362418657.0	Contig_35
kmer_446020227.0	Contig_35
kmer_204855414.0	Contig_35
kmer_86765066.0	Contig_35
kmer_206901584.0	Contig_35
kmer_466426021.0	Contig_35
kmer_383943094.0	Contig_35
kmer_404012475.0	Contig_35
kmer_54024437.0	Contig_35
kmer_81613872.0	Contig_35
kmer_279373141.0	Contig_35
kmer_445916358.0	Contig_35
kmer_452182253.0	Contig_35
kmer_512850784.0	Contig_35
kmer_255743831.0	Contig_35
kmer_82208771.0	Contig_35
kmer_194157601.0	Contig_35
kmer_266187175.0	Contig_35
kmer_398706418.0	Contig_35
kmer_377174382.0	Contig_35
kmer_159924114.0	Contig_35
kmer_413434486.0	Contig_35
kmer_446893949.0	Contig_35
kmer_414041468.0	Contig_35
kmer_166773722.0	Contig_35
kmer_255770917.0	Contig_35
kmer_334166690.0	Contig_36
kmer_371506024.0	Contig_36
kmer_464390111.0	Contig_36
kmer_8803534.0	Contig_36
kmer_17073091.0	Contig_36
kmer_36640389.0	Contig_36
kmer_83866608.0	Contig_36
kmer_198121831.0	Contig_36
kmer_85100221.0	Contig_36
kmer_37123372.0	Contig_36
kmer_289578312.0	Contig_36
kmer_124604853.0	Contig_36
kmer_301076293.0	Contig_36
kmer_331525111.0	Contig_36
kmer_387647619.0	Contig_36
kmer_358390460.0	Contig_36
kmer_451414974.0	Contig_36
kmer_441255937.0	Contig_36
kmer_269341180.0	Contig_36
kmer_424018256.0	Contig_36
kmer_347867857.0	Contig_36
kmer_387139175.0	Contig_36
kmer_517524514.0	Contig_36
kmer_279681138.0	Contig_36
kmer_410247377.0	Contig_36
kmer_126266833.0	Contig_36
kmer_293361012.0	Contig_36
kmer_64672785.0	Contig_36
kmer_149125438.0	Contig_36
kmer_349941323.0	Contig_36
kmer_397998079.0	Contig_36
kmer_529003383.0	Contig_36
kmer_282478398.0	Contig_36
kmer_121361167.0	Contig_36
kmer_409903230.0	Contig_36
kmer_513276422.0	Contig_36
kmer_384130817.0	Contig_36
kmer_347283161.0	Contig_36
kmer_352169511.0	Contig_36
kmer_408316688.0	Contig_36
kmer_101606970.0	Contig_36
kmer_237753589.0	Contig_36
kmer_193592131.0	Contig_36
kmer_290576246.0	Contig_36
kmer_46356464.0	Contig_36
kmer_59739518.0	Contig_36
kmer_243522087.0	Contig_36
kmer_501737457.0	Contig_36
kmer_13731417.0	Contig_37
kmer_28347633.0	Contig_37
kmer_62828076.0	Contig_37
kmer_143532891.0	Contig_37
kmer_336010695.0	Contig_37
kmer_324854141.0	Contig_37
kmer_259643209.0	Contig_37
kmer_499670864.0	Contig_37
kmer_469312640.0	Contig_37
kmer_519549107.0	Contig_37
kmer_277246797.0	Contig_37
kmer_495732267.0	Contig_37
kmer_234021819.0	Contig_37
kmer_498014153.0	Contig_37
kmer_258088064.0	Contig_37
kmer_511597720.0	Contig_37
kmer_462461505.0	Contig_37
kmer_497947619.0	Contig_37
kmer_257769735.0	Contig_37
kmer_282746873.0	Contig_37
kmer_461704995.0	Contig_37
kmer_236959882.0	Contig_37
kmer_229626386.0	Contig_37
kmer_137499810.0	Contig_37
kmer_60730334.0	Contig_37
kmer_27505328.0	Contig_37
kmer_13374518.0	Contig_37
kmer_7329793.0	Contig_37
kmer_92245461.0	Contig_37
kmer_216554195.0	Contig_37
kmer_340418839.0	Contig_37
kmer_40315106.0	Contig_37
kmer_91954369.0	Contig_37
kmer_216030399.0	Contig_37
kmer_428214623.0	Contig_37
kmer_32421505.0	Contig_37
kmer_73087255.0	Contig_37
kmer_170918486.0	Contig_37
kmer_401077746.0	Contig_37
kmer_20557087.0	Contig_37
kmer_44382813.0	Contig_37
kmer_99969278.0	Contig_37
kmer_234409936.0	Contig_37
kmer_147884557.0	Contig_37
kmer_261030891.0	Contig_37
kmer_131055819.0	Contig_37
kmer_302208816.0	Contig_37
kmer_279443083.0	Contig_38
kmer_350767680.0	Contig_38
kmer_402183746.0	Contig_38
kmer_33226080.0	Contig_38
kmer_75032353.0	Contig_38
kmer_108827837.0	Contig_38
kmer_48642995.0	Contig_38
kmer_124462157.0	Contig_38
kmer_289191486.0	Contig_38
kmer_34477002.0	Contig_38
kmer_78262621.0	Contig_38
kmer_84445527.0	Contig_38
kmer_296199590.0	Contig_38
kmer_287751858.0	Contig_38
kmer_23701684.0	Contig_38
kmer_51516629.0	Contig_38
kmer_114479475.0	Contig_38
kmer_267323076.0	Contig_38
kmer_131336272.0	Contig_38
kmer_410656311.0	Contig_38
kmer_290521896.0	Contig_38
kmer_45983211.0	Contig_38
kmer_103113011.0	Contig_38
kmer_241396147.0	Contig_38
kmer_505803645.0	Contig_38
kmer_336474542.0	Contig_38
kmer_327392086.0	Contig_38
kmer_276003902.0	Contig_38
kmer_199369744.0	Contig_38
kmer_417735723.0	Contig_38
kmer_447575539.0	Contig_38
kmer_148920713.0	Contig_38
kmer_153959791.0	Contig_38
kmer_306297937.0	Contig_38
kmer_503014837.0	Contig_38
kmer_518119697.0	Contig_38
kmer_451098593.0	Contig_38
kmer_439376636.0	Contig_38
kmer_369529045.0	Contig_38
kmer_169502600.0	Contig_38
kmer_308940103.0	Contig_38
kmer_463272614.0	Contig_38
kmer_501310807.0	Contig_38
kmer_288114052.0	Contig_38
kmer_26675945.0	Contig_38
kmer_58553622.0	Contig_38
kmer_130861055.0	Contig_38
kmer_300263263.0	Contig_39
kmer_117824891.0	Contig_39
kmer_154084179.0	Contig_39
kmer_306314036.0	Contig_39
kmer_332621116.0	Contig_39
kmer_432765264.0	Contig_39
kmer_515973186.0	Contig_39
kmer_527073778.0	Contig_39
kmer_515677336.0	Contig_39
kmer_397652639.0	Contig_39
kmer_319105509.0	Contig_39
kmer_224884069.0	Contig_39
kmer_489162236.0	Contig_39
kmer_155174166.0	Contig_39
kmer_366323017.0	Contig_39
kmer_383068304.0	Contig_39
kmer_475839205.0	Contig_39
kmer_526316266.0	Contig_39
kmer_393848303.0	Contig_39
kmer_349141877.0	Contig_39
kmer_148812225.0	Contig_39
kmer_64570428.0	Contig_39
kmer_434969797.0	Contig_39
kmer_344466555.0	Contig_39
kmer_369288134.0	Contig_39
kmer_275246339.0	Contig_39
kmer_118132715.0	Contig_39
kmer_53185145.0	Contig_39
kmer_291354566.0	Contig_39
kmer_289439246.0	Contig_39
kmer_36123730.0	Contig_39
kmer_82497146.0	Contig_39
kmer_194780934.0	Contig_39
kmer_445815107.0	Contig_39
kmer_405966752.0	Contig_39
kmer_75915516.0	Contig_39
kmer_177609433.0	Contig_39
kmer_414757320.0	Contig_39
kmer_173860711.0	Contig_39
kmer_407021117.0	Contig_39
kmer_84979932.0	Contig_39
kmer_200914480.0	Contig_39
kmer_456567722.0	Contig_39
kmer_208329963.0	Contig_39
kmer_316430468.0	Contig_39
kmer_135012653.0	Contig_39
kmer_54150211.0	Contig_39
kmer_202459544.0	Contig_40
kmer_459090226.0	Contig_40
kmer_484384851.0	Contig_40
kmer_99559365.0	Contig_40
kmer_115279909.0	Contig_40
kmer_299907834.0	Contig_40
kmer_251732042.0	Contig_40
kmer_184583447.0	Contig_40
kmer_78692741.0	Contig_40
kmer_34651108.0	Contig_40
kmer_115816667.0	Contig_40
kmer_270304016.0	Contig_40
kmer_261807128.0	Contig_40
kmer_111645914.0	Contig_40
kmer_50042421.0	Contig_40
kmer_480513047.0	Contig_40
kmer_217345556.0	Contig_40
kmer_493951196.0	Contig_40
kmer_229059690.0	Contig_40
kmer_16901960.0	Contig_40
kmer_36179763.0	Contig_40
kmer_82638092.0	Contig_40
kmer_195098543.0	Contig_40
kmer_446354749.0	Contig_40
kmer_409548644.0	Contig_40
kmer_116980464.0	Contig_40
kmer_272806893.0	Contig_40
kmer_235494702.0	Contig_40
kmer_320778082.0	Contig_40
kmer_430808505.0	Contig_40
kmer_396169591.0	Contig_40
kmer_527080462.0	Contig_40
kmer_272162024.0	Contig_40
kmer_116704961.0	Contig_40
kmer_118811571.0	Contig_40
kmer_276713223.0	Contig_40
kmer_384098333.0	Contig_40
kmer_162963507.0	Contig_40
kmer_413679374.0	Contig_40
kmer_231889288.0	Contig_40
kmer_496161754.0	Contig_40
kmer_238087396.0	Contig_40
kmer_501962034.0	Contig_40
kmer_294883940.0	Contig_40
kmer_74654012.0	Contig_40
kmer_174441249.0	Contig_40
kmer_163590284.0	Contig_41
kmer_385487169.0	Contig_41
kmer_452823696.0	Contig_41
kmer_428785701.0	Contig_41
kmer_308530986.0	Contig_41
kmer_167287618.0	Contig_41
kmer_393829024.0	Contig_41
kmer_516265859.0	Contig_41
kmer_467796526.0	Contig_41
kmer_207873406.0	Contig_41
kmer_316344880.0	Contig_41
kmer_380292326.0	Contig_41
kmer_463953410.0	Contig_41
kmer_344369409.0	Contig_41
kmer_258536993.0	Contig_41
kmer_466569821.0	Contig_41
kmer_234118199.0	Contig_41
kmer_99855194.0	Contig_41
kmer_88307386.0	Contig_41
kmer_208402415.0	Contig_41
kmer_468555689.0	Contig_41
kmer_517994185.0	Contig_41
kmer_450034977.0	Contig_41
kmer_433664357.0	Contig_41
kmer_337582964.0	Contig_41
kmer_334201141.0	Contig_41
kmer_284673442.0	Contig_41
kmer_122374511.0	Contig_41
kmer_55074567.0	Contig_41
kmer_428674785.0	Contig_41
kmer_307778755.0	Contig_41
kmer_157682133.0	Contig_41
kmer_384212857.0	Contig_41
kmer_513426610.0	Contig_41
kmer_249619182.0	Contig_41
kmer_137373761.0	Contig_41
kmer_320752678.0	Contig_41
kmer_235336331.0	Contig_41
kmer_191698278.0	Contig_41
kmer_269095358.0	Contig_41
kmer_334005466.0	Contig_41
kmer_505548270.0	Contig_41
kmer_241174964.0	Contig_41
kmer_103025236.0	Contig_41
kmer_6723426.0	Contig_41
kmer_38758680.0	Contig_42
kmer_17955309.0	Contig_42
kmer_9175774.0	Contig_42
kmer_476860301.0	Contig_42
kmer_521577917.0	Contig_42
kmer_502220536.0	Contig_42
kmer_297442221.0	Contig_42
kmer_95256233.0	Contig_42
kmer_222476422.0	Contig_42
kmer_180069049.0	Contig_42
kmer_76897877.0	Contig_42
kmer_296684229.0	Contig_42
kmer_88124904.0	Contig_42
kmer_207995650.0	Contig_42
kmer_256974696.0	Contig_42
kmer_497819920.0	Contig_42
kmer_439912465.0	Contig_42
kmer_204414028.0	Contig_42
kmer_482232040.0	Contig_42
kmer_72526201.0	Contig_42
kmer_169763484.0	Contig_42
kmer_210107593.0	Contig_42
kmer_89057362.0	Contig_42
kmer_483469234.0	Contig_42
kmer_219709778.0	Contig_42
kmer_93826848.0	Contig_42
kmer_478870456.0	Contig_42
kmer_31070812.0	Contig_42
kmer_69791397.0	Contig_42
kmer_162436024.0	Contig_42
kmer_382902813.0	Contig_42
kmer_475696075.0	Contig_42
kmer_213313420.0	Contig_42
kmer_90337616.0	Contig_42
kmer_39322775.0	Contig_42
kmer_136417307.0	Contig_42
kmer_319154970.0	Contig_42
kmer_225105527.0	Contig_42
kmer_489400734.0	Contig_42
kmer_157848906.0	Contig_42
kmer_372630506.0	Contig_42
kmer_482139250.0	Contig_42
kmer_71337441.0	Contig_42
kmer_117451965.0	Contig_42
kmer_391903422.0	Contig_42
kmer_395823854.0	Contig_43
kmer_398179728.0	Contig_43
kmer_451907985.0	Contig_43
kmer_518219403.0	Contig_43
kmer_468673550.0	Contig_43
kmer_456210677.0	Contig_43
kmer_112403362.0	Contig_43
kmer_263143327.0	Contig_43
kmer_256049951.0	Contig_43
kmer_324390709.0	Contig_43
kmer_102917769.0	Contig_43
kmer_240891794.0	Contig_43
kmer_467626994.0	Contig_43
kmer_330530472.0	Contig_43
kmer_295354392.0	Contig_43
kmer_78430572.0	Contig_43
kmer_183912591.0	Contig_43
kmer_269562329.0	Contig_43
kmer_115481793.0	Contig_43
kmer_51976188.0	Contig_43
kmer_127079552.0	Contig_43
kmer_295550049.0	Contig_43
kmer_79709290.0	Contig_43
kmer_187355202.0	Contig_43
kmer_166620028.0	Contig_43
kmer_332219562.0	Contig_43
kmer_304515807.0	Contig_43
kmer_144269984.0	Contig_43
kmer_166064421.0	Contig_43
kmer_335806238.0	Contig_43
kmer_323707070.0	Contig_43
kmer_251852843.0	Contig_43
kmer_380803495.0	Contig_43
kmer_428237789.0	Contig_43
kmer_304759160.0	Contig_43
kmer_145472771.0	Contig_43
kmer_83783006.0	Contig_43
kmer_36610361.0	Contig_43
kmer_409796151.0	Contig_43
kmer_120001254.0	Contig_43
kmer_261838664.0	Contig_43
kmer_498436444.0	Contig_43
kmer_462667699.0	Contig_43
kmer_512897329.0	Contig_43
kmer_407082267.0	Contig_43
kmer_447468050.0	Contig_44
kmer_417121258.0	Contig_44
kmer_194703495.0	Contig_44
kmer_423879271.0	Contig_44
kmer_182585584.0	Contig_44
kmer_68002477.0	Contig_44
kmer_157879728.0	Contig_44
kmer_372692981.0	Contig_44
kmer_482399998.0	Contig_44
kmer_74737655.0	Contig_44
kmer_174649763.0	Contig_44
kmer_397343113.0	Contig_44
kmer_105471379.0	Contig_44
kmer_247492923.0	Contig_44
kmer_386976121.0	Contig_44
kmer_399225988.0	Contig_44
kmer_451612716.0	Contig_44
kmer_518182329.0	Contig_44
kmer_468654479.0	Contig_44
kmer_208469842.0	Contig_44
kmer_418748001.0	Contig_44
kmer_466623377.0	Contig_44
kmer_250401141.0	Contig_44
kmer_323495671.0	Contig_44
kmer_104461475.0	Contig_44
kmer_244840219.0	Contig_44
kmer_459812555.0	Contig_44
kmer_372670069.0	Contig_44
kmer_365273340.0	Contig_44
kmer_73371526.0	Contig_44
kmer_171554643.0	Contig_44
kmer_269543451.0	Contig_44
kmer_34796103.0	Contig_44
kmer_51971796.0	Contig_44
kmer_185656767.0	Contig_44
kmer_429420237.0	Contig_44
kmer_312198639.0	Contig_44
kmer_187406661.0	Contig_44
kmer_116116763.0	Contig_44
kmer_332843189.0	Contig_44
kmer_307411634.0	Contig_44
kmer_160952747.0	Contig_44
kmer_275662518.0	Contig_44
kmer_424552020.0	Contig_44
kmer_324559277.0	Contig_44
kmer_456468351.0	Contig_45
kmer_206076990.0	Contig_45
kmer_492998773.0	Contig_45
kmer_471132710.0	Contig_45
kmer_471172559.0	Contig_45
kmer_369971558.0	Contig_45
kmer_198515072.0	Contig_45
kmer_452478107.0	Contig_45
kmer_269701693.0	Contig_45
kmer_115542593.0	Contig_45
kmer_205040028.0	Contig_45
kmer_175004056.0	Contig_45
kmer_414891908.0	Contig_45
kmer_177689764.0	Contig_45
kmer_107004615.0	Contig_45
kmer_250781958.0	Contig_45
kmer_264610299.0	Contig_45
kmer_325530352.0	Contig_45
kmer_139236649.0	Contig_45
kmer_61325217.0	Contig_45
kmer_341076316.0	Contig_45
kmer_353501558.0	Contig_45
kmer_413241388.0	Contig_45
kmer_157782346.0	Contig_45
kmer_156598073.0	Contig_45
kmer_481704884.0	Contig_45
kmer_65086274.0	Contig_45
kmer_150121008.0	Contig_45
kmer_352440479.0	Contig_45
kmer_409434966.0	Contig_45
kmer_115729468.0	Contig_45
kmer_270103252.0	Contig_45
kmer_381534240.0	Contig_45
kmer_510130489.0	Contig_45
kmer_381790926.0	Contig_45
kmer_509305440.0	Contig_45
kmer_373350102.0	Contig_45
kmer_485195499.0	Contig_45
kmer_110679540.0	Contig_45
kmer_259957967.0	Contig_45
kmer_453954010.0	Contig_45
kmer_365106045.0	Contig_45
kmer_508458301.0	Contig_45
kmer_244049033.0	Contig_45
kmer_67061909.0	Contig_45
kmer_329080648.0	Contig_46
kmer_188388865.0	Contig_46
kmer_15843607.0	Contig_46
kmer_33433663.0	Contig_46
kmer_75603420.0	Contig_46
kmer_176843171.0	Contig_46
kmer_200091821.0	Contig_46
kmer_158378759.0	Contig_46
kmer_227802418.0	Contig_46
kmer_486858695.0	Contig_46
kmer_128795130.0	Contig_46
kmer_299966272.0	Contig_46
kmer_115707325.0	Contig_46
kmer_270050459.0	Contig_46
kmer_396503508.0	Contig_46
kmer_509995935.0	Contig_46
kmer_380002280.0	Contig_46
kmer_394155379.0	Contig_46
kmer_167420289.0	Contig_46
kmer_339221911.0	Contig_46
kmer_177227940.0	Contig_46
kmer_75753855.0	Contig_46
kmer_33490397.0	Contig_46
kmer_15862868.0	Contig_46
kmer_8336441.0	Contig_46
kmer_476790434.0	Contig_46
kmer_412125456.0	Contig_46
kmer_147474304.0	Contig_46
kmer_325060612.0	Contig_46
kmer_139047874.0	Contig_46
kmer_61249747.0	Contig_46
kmer_228905620.0	Contig_46
kmer_330048154.0	Contig_46
kmer_216067308.0	Contig_46
kmer_240853524.0	Contig_46
kmer_32990850.0	Contig_46
kmer_45881763.0	Contig_46
kmer_173989961.0	Contig_46
kmer_407269450.0	Contig_46
kmer_87567896.0	Contig_46
kmer_85463991.0	Contig_46
kmer_296323710.0	Contig_46
kmer_502105909.0	Contig_46
kmer_398959037.0	Contig_46
kmer_295661043.0	Contig_47
kmer_80458645.0	Contig_47
kmer_151683654.0	Contig_47
kmer_436592875.0	Contig_47
kmer_354068533.0	Contig_47
kmer_415666244.0	Contig_47
kmer_181448597.0	Contig_47
kmer_421657256.0	Contig_47
kmer_244060881.0	Contig_47
kmer_265943430.0	Contig_47
kmer_365228822.0	Contig_47
kmer_377168042.0	Contig_47
kmer_458921835.0	Contig_47
kmer_465594293.0	Contig_47
kmer_87957148.0	Contig_47
kmer_207610735.0	Contig_47
kmer_467402869.0	Contig_47
kmer_246488334.0	Contig_47
kmer_105072177.0	Contig_47
kmer_290594342.0	Contig_47
kmer_46489023.0	Contig_47
kmer_74731326.0	Contig_47
kmer_244247340.0	Contig_47
kmer_508653683.0	Contig_47
kmer_367070467.0	Contig_47
kmer_460668438.0	Contig_47
kmer_281117286.0	Contig_47
kmer_180415048.0	Contig_47
kmer_377600881.0	Contig_47
kmer_220307618.0	Contig_47
kmer_435245003.0	Contig_47
kmer_96738739.0	Contig_47
kmer_226379928.0	Contig_47
kmer_490925736.0	Contig_47
kmer_175688002.0	Contig_47
kmer_165086121.0	Contig_47
kmer_133220202.0	Contig_47
kmer_311106300.0	Contig_47
kmer_158855396.0	Contig_47
kmer_307069990.0	Contig_47
kmer_270345834.0	Contig_47
kmer_432794322.0	Contig_47
kmer_187400690.0	Contig_47
kmer_312197303.0	Contig_47
kmer_86607658.0	Contig_48
kmer_204509756.0	Contig_48
kmer_258253703.0	Contig_48
kmer_109978925.0	Contig_48
kmer_49174972.0	Contig_48
kmer_403606440.0	Contig_48
kmer_482143272.0	Contig_48
kmer_71368434.0	Contig_48
kmer_166522964.0	Contig_48
kmer_392042517.0	Contig_48
kmer_462863766.0	Contig_48
kmer_499836766.0	Contig_48
kmer_275268139.0	Contig_48
kmer_395559113.0	Contig_48
kmer_168099831.0	Contig_48
kmer_308692375.0	Contig_48
kmer_68077343.0	Contig_48
kmer_158061320.0	Contig_48
kmer_373082199.0	Contig_48
kmer_375319908.0	Contig_48
kmer_95665809.0	Contig_48
kmer_191561668.0	Contig_48
kmer_81263055.0	Contig_48
kmer_140071636.0	Contig_48
kmer_219261676.0	Contig_48
kmer_93633292.0	Contig_48
kmer_483858853.0	Contig_48
kmer_522670533.0	Contig_48
kmer_502220539.0	Contig_48
kmer_297442226.0	Contig_48
kmer_95256241.0	Contig_48
kmer_222476459.0	Contig_48
kmer_180073639.0	Contig_48
kmer_76900284.0	Contig_48
kmer_296685231.0	Contig_48
kmer_88131120.0	Contig_48
kmer_208010807.0	Contig_48
kmer_468015219.0	Contig_48
kmer_395458412.0	Contig_48
kmer_168043075.0	Contig_48
kmer_375473010.0	Contig_48
kmer_225836083.0	Contig_48
kmer_96474602.0	Contig_48
kmer_443556110.0	Contig_48
kmer_309230782.0	Contig_49
kmer_171532427.0	Contig_49
kmer_402299901.0	Contig_49
kmer_34326616.0	Contig_49
kmer_77898430.0	Contig_49
kmer_182678841.0	Contig_49
kmer_374913496.0	Contig_49
kmer_269987469.0	Contig_49
kmer_526201667.0	Contig_49
kmer_509805630.0	Contig_49
kmer_378067880.0	Contig_49
kmer_398597964.0	Contig_49
kmer_294601807.0	Contig_49
kmer_72170640.0	Contig_49
kmer_168809840.0	Contig_49
kmer_397013465.0	Contig_49
kmer_188701281.0	Contig_49
kmer_312521479.0	Contig_49
kmer_503565370.0	Contig_49
kmer_339230533.0	Contig_49
kmer_343507678.0	Contig_49
kmer_200092141.0	Contig_49
kmer_452196606.0	Contig_49
